,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Годинанареновирање,Адреса
2642,55000€,41.999359,21.327548,8,150m²,2спрата,Друго,500m²,Двo-семејнакуќа,Нова,Полунаместен,2Балкони,2,Да,2Паркингместа,Југозапад,,,ГорнаМатка
2643,64999€,42.009423,20.971549,5,90m²,3спрата,Дрва,15m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,2Балкони,2,Да,1Паркинг,Југ,1980,2010,naselbaPotok
2644,13000€,41.438738,22.729228,6,2m²,2спрата,Нема,1000m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,Гаража+Повеќеод4паркингместа,Југ,60,,Bosilovo
2645,1€,41.14712,22.507161,8,180m²,2спрата,Струја,100m²,Двo-семејнакуќа,Реновирана,Луксузен,1Балкон,2,Да,1Паркинг,Југозапад,1970,2017,MarsalTito102Gevgelija
2646,145000€,41.9870695865131,21.4519291484375,4,158m²,2спрата,Дрва,360m²,Двo-семејнакуќа,Реновирана,Наместен,1Балкон,2,Не,3Паркингместа,Исток,,,ТодорЧангов
2647,700€,41.4296705255528,22.0202133863763,15,600m²,3спрата,Соларнаенергија,800m²,Останато,Воградба,Празен,Тераса+Повеќеод5балкони,Повеќеод4,Не,Гаража+Повеќеод4паркингместа,Југоисток,2021,,Клинска
2648,65000€,41.9764362148203,21.4912795809834,3,117m²,1спрат,Нема,450m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Повеќеод4паркингместа,Исток,,,GjorgjiKapchev25/7aSkopje
2649,16000€,41.031728,21.329358,4,60m²,2спрата,Нема,60m²,Дуплекс-Лепенакуќа,Стара,Празен,Нема,1,Не,Нема,Југ,,,ГЕНИМАЛЕ
2650,500000€,41.991502,21.39781,15,580m²,2спрата,Друго,520m²,Вила,Нова,Полунаместен,Тераса+3Балкони,Повеќеод4,Да,Гаража+2Паркингместа,Југоисток,,,
2651,225000€,42.009423,20.971549,10,190m²,2спрата,Друго,486m²,Двo-семејнакуќа,Стара,Полунаместен,2Балкони,2,Да,Гаража+3Паркингместа,Југоисток,,,
2652,85000€,42.00877,21.45126,6,65m²,2спрата,Централно,650m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,1,Да,3Паркингместа,Југ,,,
2653,1€,41.438304,22.004864,8,126m²,2спрата,Нема,110m²,Двo-семејнакуќа,Реновирана,Празен,1Балкон,2,Не,2Паркингместа,Запад,,,MirceAcev
2654,15000€,41.7347500870278,22.1916476572748,3,56m²,1спрат,Дрва,8m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Нема,Исток,,,ул„БоркоТалев“бр43
2655,190000€,42.009423,20.971549,9,225m²,2спрата,Друго,270m²,Еднасемејнакуќа-Самостојна,Нова,Луксузен,2Балкони,3,Да,Гаража+2Паркингместа,Југоисток,2007,,
2656,По договор,41.1709345199046,20.750021302174,13,250m²,2спрата,Струја,250m²,Вила,Реновирана,Полунаместен,2Балкони,Повеќеод4,Да,Гаража+4Паркингместа,Југоисток,1980,2015,Orovnik
2657,76000€,41.9870695865131,21.4519291484375,45,125m²,2спрата,Друго,200m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,Тераса+1Балкон,1,Не,Повеќеод4паркингместа,Југоисток,,,UlKiroFetak-1
2658,994€,41.090247,21.016781,4,50m²,1спрат,Нема,204m²,Останато,Стара,Празен,Нема,1,Не,1Паркинг,Север,9,9,Нн
2659,1€,42.132926,21.715878,4,122m²,Приземје,Струја,482m²,Двo-семејнакуќа,Реновирана,Наместен,1Балкон,1,Да,Гаража+Повеќеод4паркингместа,Југ,1975,2010,JOSKOILIEVSKI22
2660,75000€,41.346182,21.553379,8,254m²,Високоприземје,Нема,70m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,2,Да,Гаража+1Паркинг,Југозапад,1,1,centar
2661,16500€,41.117692064092,21.0648550763447,5,160m²,2спрата,Друго,500+200m²,Вила,Реновирана,Наместен,Тераса+1Балкон,1,Не,Гаража+Повеќеод4паркингместа,Југ,1990,2000,сЗлатари-Ресен
2662,47000€,41.111733,20.798579,3,81m²,2спрата,Друго,200мm²,Останато,Стара,Наместен,2Балкони,1,Не,4Паркингместа,Североисток,,,Љубаништа
2663,140000€,42.003022474213,21.4243674912013,4,90m²,2спрата,Струја,,Дуплекс-Лепенакуќа,Нова,Наместен,2Балкони,2,Не,2Паркингместа,Исток,2010,2015,Пајак4
2664,7000€,41.3719347052579,21.2491803521689,10,137m²,2спрата,Нема,137m²,Останато,Стара,Празен,Нема,1,Не,2Паркингместа,Југозапад,,,KiroFetakbr62
2665,По договор,41.715954,21.770997,6,100m²,2спрата,Дрва,30m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Да,1Паркинг,Исток,1980,2010,BogdanKarakostevbr72
2666,82000€,41.1455481968025,22.5086240239396,8,172m²,1спрат,Дрва,14m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Да,2Паркингместа,Југозапад,1976,,улЉубљанскабр3
2667,30000€,41.031728,21.329358,4,95m²,2спрата,Дрва,20m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,1Паркинг,Југозапад,,,
2668,49000€,41.429036033765,22.0169628330942,2,206m²,2спрата,Нема,210m²,Останато,Воградба,Празен,4Балкони,1,Да,2Паркингместа,Запад,,,ЌироКрстев
2669,1111€,41.440569,22.639528,2,,2спрата,Нема,,Еднасемејнакуќа-Самостојна,Нова,Празен,1Балкон,1,Да,1Паркинг,Исток,,,Brakaminkovi65
2670,175000€,41.111733,20.798579,6,212m²,4спрата,Струја,12m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,4,Не,Нема,Запад,,,
2671,175000€,41.1130507858607,41.1130507858607,6,212m²,4спрата,Струја,11m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,4,Не,Нема,Југозапад,,,
2672,90000€,41.031728,21.329358,4,126m²,1спрат,Струја,60m²,Дуплекс-Лепенакуќа,Реновирана,Наместен,1Балкон,2,Не,1Паркинг,Југ,1980,2003,Skopskapivara
2673,30000€,41.1983247425597,22.5739387309983,10,250m²,2спрата,Нема,435m²,Останато,Воградба,Празен,3Балкони,3,Да,1Гаража,Југоисток,,,ulVeljkoVlahovik
2674,45000€,41.3556304339854,21.5335622716954,8,200m²,2спрата,Дрва,200m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,2Балкони,2,Да,3Паркингместа,Југоисток,1985,,Mirecilkoski32
2675,55000€,42.132926,21.715878,5,196m²,2спрата,Друго,126m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,2Балкони,1,Да,Гаража+1Паркинг,Исток,,,AcoBorozanski19
2676,1€,41.9870695865131,21.4519291484375,5,100m²,Високоприземје,Струја,740m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,1Тераса,1,Да,Повеќеод4паркингместа,Југоисток,2008,,Maleshevska
2677,1€,41.1789153202122,21.8229946180273,15,25m²,1спрат,Дрва,10600m²,Вила,Нова,Полунаместен,Нема,1,Не,Гаража+Повеќеод4паркингместа,Исток,2015,,
2678,По договор,42.1310280219679,21.7075709241097,8,250m²,2спрата,Струја,100m²,Останато,Нова,Празен,2Балкони,3,Да,2Паркингместа,Југозапад,,,BlagojIlievskiGunebr23
2679,1€,41.9737310567578,21.5465862179501,3,55m²,Високоприземје,Дрва,630m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Да,1Гаража,Југоисток,,2005,ulica203broj33
2680,1€,42.052075,21.450415,6,126m²,2спрата,Друго,305m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,2Балкони,2,Да,1Паркинг,Запад,1982,2015,Radisaniul30br4
2681,1€,42.013646,21.32586,6,250m²,2спрата,Нема,900m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,3Балкони,3,Да,Повеќеод4паркингместа,Југ,,,ЃОРЧЕvlaeвлаеhromgorcekarposkozle
2682,230000€,41.801881,20.913259,15,400m²,2спрата,Централно,715m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,4Балкони,4,Да,Гаража+2Паркингместа,Југ,,,
2683,115000€,41.9909470198031,21.4418075556641,5,90m²,1спрат,Струја,90m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Тераса,2,Да,Нема,Југозапад,,,Olimpijskibazen
2684,1€,42.1333541223339,21.7181381183539,5,74m²,2спрата,Струја,76m²,Двo-семејнакуќа,Нова,Полунаместен,1Тераса,2,Да,Нема,Исток,,,nikolaspasic
2685,1€,41.715954,21.770997,5,100m²,1спрат,Друго,100m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,2Балкони,1,Да,1Гаража,Југоисток,1970,2003,KrsteMisirkov10
2686,155000€,42.00877,21.45126,8,455m²,2спрата,Струја,1000m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,3,Да,3Паркингместа,Југоисток,,,SINGELIK-KAJPAZARCETO
2687,1€,41.9946249873208,21.4146883365792,8,224m²,2спрата,Струја,50+20m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,5Балкони,3,Да,2Паркингместа,Југ,1967,,НаселбаВодновоблизинанадржавнаболница
2688,По договор,42.009423,20.971549,6,220m²,2спрата,Централно,100m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,Тераса+1Балкон,1,Да,Гаража+1Паркинг,Исток,1992,,БорисКидриц52
2689,150000€,41.9870695865131,21.4519291484375,8,200m²,2спрата,Струја,440m²,Мултисемејнакуќа,Реновирана,Наместен,2Балкони,2,Да,2Паркингместа,Југоисток,1990,2018,Lisice
2690,111111111€,42.132926,21.715878,10,200m²,2спрата,Дрва,700m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,5Балкони,3,Да,Повеќеод4паркингместа,Југ,,,Bedinje
2691,По договор,41.031728,21.329358,8,270m²,2спрата,Централно,600m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,4Балкони,2,Да,Повеќеод4паркингместа,Исток,,,БАЛБАЊА-УШИЦИ2
2692,102000€,41.9870695865131,21.4519291484375,7,207m²,Приземје,Струја,355m²,Останато,Стара,Наместен,Тераса+1Балкон,2,Да,2Паркингместа,Југозапад,,,
2693,33000€,41.031728,21.329358,3,60m²,1спрат,Дрва,130m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Гаража+1Паркинг,Запад,,,ЦЕНТАР
2694,34000€,41.031728,21.329358,2,50m²,Приземје,Дрва,10m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Нема,1,Не,1Паркинг,Југоисток,,,
2695,70000€,41.031728,21.329358,6,135m²,1спрат,Централно,750m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,2Балкони,2,Да,Гаража+1Паркинг,Југоисток,1980,2015,ДИХОВО
2696,По договор,41.931839,21.502835,5,150m²,2спрата,Друго,590m²,Вила,Реновирана,Наместен,1Балкон,2,Да,Повеќеод4паркингместа,Југ,1986,2018,BorisTrajkovski10
2697,9000€,41.031728,21.329358,1,30m²,Приземје,Нема,30m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Нема,1,Не,Нема,Исток,1980,2019,Булевар1виМајбр351Битола
2698,82000€,42.013646,21.32586,5,147m²,1спрат,Нема,155m²,Дуплекс-Лепенакуќа,Стара,Празен,1Тераса,2,Да,1Паркинг,Северозапад,,,MancuMatak
2699,110000€,41.9957611541478,21.3878614910574,4,80m²,2спрата,Струја,380m²,Двo-семејнакуќа,Стара,Празен,Тераса+1Балкон,1,Да,3Паркингместа,Југозапад,,,UlicaKozle7br1
2700,85000€,41.9870695865131,21.4519291484375,7,170m²,2спрата,Дрва,260m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,3,Да,1Паркинг,Североисток,1970,2010,ЧентоСингиличcentochentosingilicshtëpia
2701,25000€,41.993825,21.436139,4,72m²,1спрат,Дрва,20m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,1,Да,Нема,Запад,1983,,MaksutSadikbr58
2702,105000€,41.9870695865131,21.4519291484375,9,240m²,3спрата,Дрва,280m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,3Балкони,3,Да,2Паркингместа,Исток,1989,1989,Ulkozuv
2703,100000€,42.0006119472967,21.5019466417249,6,100m²,1спрат,Нема,700m²,Дуплекс-Лепенакуќа,Реновирана,Празен,1Тераса,2,Да,2Паркингместа,Југоисток,1988,1998,УлицаМаџариброј26и28
2704,85000€,42.0361113714746,21.4054653149627,6,100m²,2спрата,Струја,100m²,Двo-семејнакуќа,Воградба,Полунаместен,1Балкон,1,Да,1Паркинг,Север,2000,2000,
2705,310000€,42.009423,20.971549,10,600m²,4спрата,Централно,,Двo-семејнакуќа,Стара,Полунаместен,3Балкони,Повеќеод4,Да,2Паркингместа,Североисток,,,
2706,66000€,42.0070173882984,21.3595818693617,3,60m²,1спрат,Струја,112m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Да,1Паркинг,Исток,,,АнгелВиничкибр1
2707,По договор,41.931839,21.502835,8,500m²,2спрата,Друго,500m²,Еднасемејнакуќа-Самостојна,Нова,Празен,5Балкони,2,Да,2Паркингместа,Југоисток,,,Pintija
2708,45000€,41.715954,21.770997,7,130m²,2спрата,Дрва,600m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,1Балкон,1,Да,1Паркинг,Исток,2000,2018,рилскиконгрес94
2709,30000€,41.3462452365684,21.550437927508,3,70m²,2спрата,Нема,20m²,Дуплекс-Лепенакуќа,Стара,Полунаместен,1Балкон,1,Да,2Паркингместа,Југоисток,,,ЃуроЃаковиќ46(Прилеп)
2710,1€,41.1202168168653,20.8118629395059,6,1m²,3спрата,Нема,1m²,Останато,Стара,Наместен,4Балкони,2,Да,1Паркинг,Југ,,,Марконестороски
2711,33000€,41.031728,21.329358,5,,2спрата,Друго,60m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,1,Да,1Паркинг,Исток,,,
2712,По договор,41.9870695865131,21.4519291484375,5,120m²,1спрат,Струја,450m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,2,Да,1Паркинг,Исток,,2018,Anribarbis
2713,По договор,41.14712,22.507161,5,400m²,1спрат,Дрва,150m²,Дуплекс-Лепенакуќа,Нова,Полунаместен,4Балкони,1,Да,1Паркинг,Југоисток,,,Булеваргевгелија
2714,1€,41.440569,22.639528,10,1560m²,2спрата,Друго,1355m²,Двo-семејнакуќа,Воградба,Празен,4Балкони,2,Да,2Паркингместа,Југоисток,2000,2000,1
2715,40230€,41.14712,22.507161,3,128m²,1спрат,Нема,,Останато,Нова,Празен,Нема,1,Не,1Паркинг,Југ,,,Сопственаадреса
2716,90000€,41.9870695865131,21.4519291484375,4,114m²,1спрат,Струја,400m²,Еднасемејнакуќа-Самостојна,Нова,Луксузен,1Тераса,2,Не,2Паркингместа,Исток,2010,,Ul205br8bGoceDelcev
2717,1€,41.949632,21.502494,4,94m²,Приземје,Нема,250m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Да,1Гаража,Југозапад,1985,,TodorChangov44/9LisiceSkopje
2718,90000€,41.9880265431935,21.4574652278442,4,114m²,1спрат,Струја,400m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,1Тераса,2,Не,2Паркингместа,Исток,2010,,Ul205br8bGoceDelcev
2719,По договор,41.9870695865131,21.4519291484375,45,120m²,2спрата,Дрва,200m²,Еднасемејнакуќа-Самостојна,Нова,Празен,2Балкони,2,Да,1Гаража,Северозапад,2005,2005,Ulica6Br75
2720,200000€,41.801881,20.913259,8,561m²,2спрата,Друго,466m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,2,Не,1Паркинг,Југоисток,2004,2006,Maleardi
2721,295000€,42.0103004424846,21.3809243839572,5,100m²,Приземје,Дрва,550m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Не,3Паркингместа,Југоисток,,,
2722,По договор,42.009423,20.971549,5,127m²,2спрата,Струја,100m²,Дуплекс-Лепенакуќа,Реновирана,Наместен,2Балкони,2,Да,1Паркинг,Југ,,,ul;LJB-PISposleTETOVCANKA
2723,По договор,41.031728,21.329358,25,50m²,Приземје,Струја,250m²,Дуплекс-Лепенакуќа,Стара,Полунаместен,Нема,1,Не,2Паркингместа,Југ,1960,2020,pecobozinovski90
2724,По договор,41.9551929688488,21.5346880370398,15,130m²,2спрата,Нема,1559m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,Нема,Повеќеод4,Да,Нема,Североисток,2020,,DolnoLisice
2725,1МКД,41.715954,21.770997,4,75m²,Приземје,Дрва,75m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Нема,Североисток,,,ПлоштадКојник15
2726,210000€,41.991502,21.39781,6,220m²,2спрата,Струја,100m²,Двo-семејнакуќа,Нова,Празен,Тераса+2Балкони,3,Да,2Паркингместа,Југ,,,KOZLE-KAMMARKET
2727,1€,42.132926,21.715878,3,270m²,1спрат,Дрва,209m²,,,,,,,,,,,
2728,45000€,41.346182,21.553379,6,90m²,1спрат,Друго,150m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Тераса+1Балкон,1,Да,Гаража+2Паркингместа,Север,,,MinoskiGoran72
2729,120000€,41.5178905139162,20.5338864139504,10,300m²,3спрата,Друго,800m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,4Балкони,2,Да,Гаража+Повеќеод4паркингместа,Југоисток,,,1Мај
2730,160000€,41.111733,20.798579,9,200m²,2спрата,Нема,,Еднасемејнакуќа-Самостојна,Нова,Празен,3Балкони,4,Не,1Паркинг,Југоисток,,,
2731,555555555€,41.411372,22.879678,1,2m²,Приземје,Струја,11m²,Останато,Стара,Наместен,2Балкони,2,Не,Нема,Североисток,,,
2732,300€,41.4430513384623,22.0156882864644,4,100m²,1спрат,Централно,50m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,2Балкони,1,Да,2Паркингместа,Југ,1980,2009,GjorgiSokolovbr69
2733,110000€,41.9870695865131,21.4519291484375,4,84m²,1спрат,Дрва,200m²,Еднасемејнакуќа-Самостојна,Нова,Празен,1Балкон,1,Не,2Паркингместа,Исток,2015,,ПалмироТољатибр73
2734,48000€,41.9870695865131,21.4519291484375,35,71m²,Приземје,Струја,150m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,1,Да,2Паркингместа,Исток,1980,2008,Hristotatarcev2br30
2735,90000€,41.7550257174643,22.1995233315153,7,182m²,2спрата,Струја,760m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,4Балкони,3,Да,Гаража+2Паркингместа,Југоисток,2014,,ВлаткоПетров1(Лескибб)
2736,1€,42.013646,21.32586,15,500m²,3спрата,Нема,700m²,Еднасемејнакуќа-Самостојна,Нова,Празен,4Балкони,Повеќеод4,Да,Повеќеод4паркингместа,Југозапад,,,vlaeвлаекарпошhromgorcekarposkozle
2737,1€,42.013646,21.32586,5,330m²,3спрата,Соларнаенергија,330m²,Еднасемејнакуќа-Самостојна,Нова,Празен,2Балкони,2,Да,2Паркингместа,Југозапад,,,GorcegjorcePetrovVolkovoStopanskiDvor
2738,38000€,41.031728,21.329358,3,84m²,2спрата,Дрва,20m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Не,1Паркинг,Север,,,FilipVtori49
2739,1€,42.00877,21.45126,2,40m²,Приземје,Нема,400m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,Нема,1,Не,Повеќеод4паркингместа,Југоисток,,,
2740,200000€,42.052075,21.450415,6,352m²,3спрата,Струја,159m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Повеќеод5балкони,4,Да,2Паркингместа,Југоисток,,,ИванМанолевбр151
2741,360000€,41.991502,21.39781,5,380m²,2спрата,Друго,2000m²,Двo-семејнакуќа,Стара,Празен,3Балкони,3,Не,3Паркингместа,Североисток,,,GORNONEREZI
2742,200000€,42.052075,21.450415,6,352m²,3спрата,Струја,159m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Повеќеод5балкони,4,Да,2Паркингместа,Југоисток,,,ИванМанолевбр151
2743,1€,41.745515,22.19396,7,180m²,2спрата,Централно,250m²,Двo-семејнакуќа,Реновирана,Наместен,1Балкон,2,Да,1Гаража,Северозапад,,2011,LjubenIvanov
2744,По договор,41.745515,22.19396,6,100m²,2спрата,Дрва,200m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,2Паркингместа,Југ,,,улПрвомајскабр18
2745,1€,41.438304,22.004864,5,100m²,Приземје,Дрва,250m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Нема,1,Да,2Паркингместа,Југ,,,Bv
2746,По договор,41.9899131829333,21.4071527123451,10,300m²,3спрата,Струја,477m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,5Балкони,3,Да,4Паркингместа,Исток,,,
2747,3€,41.993825,21.436139,8,240m²,2спрата,Друго,170m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,3Балкони,3,Да,1Гаража,Запад,2005,2015,Cair
2748,По договор,42.0080382254378,21.3760485677099,4,94m²,Приземје,Дрва,480m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Тераса,1,Да,3Паркингместа,Запад,1965,1991,ФранцеПрешерн-25
2749,68000€,41.9870695865131,21.4519291484375,4,80m²,1спрат,Дрва,250m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,Тераса+1Балкон,1,Не,Повеќеод4паркингместа,Североисток,1980,2020,Volkovo
2750,2€,41.111733,20.798579,8,210m²,3спрата,Струја,184m²,Вила,Стара,Наместен,5Балкони,Повеќеод4,Не,Повеќеод4паркингместа,Запад,1985,,Лагадин
2751,По договор,41.9870695865131,21.4519291484375,5,120m²,1спрат,Друго,300m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Нема,2,Не,2Паркингместа,Исток,2014,,УлЃКапчев
2752,180000€,42.052075,21.450415,5,200m²,2спрата,Друго,200m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,2,Да,1Паркинг,Југоисток,,,Бутел
2753,1€,41.3716351629668,21.248749669281,5,89m²,Високоприземје,Дрва,72m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,1,Да,Нема,Југозапад,,,КироФетак
2754,85000€,41.031728,21.329358,8,250m²,2спрата,Струја,13m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,3,Да,3Паркингместа,Југ,,,КАЈОФИЦЕРСКИ
2755,28000€,41.17531,21.394995,3,76m²,Високоприземје,Дрва,2310m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Нема,1,Не,Повеќеод4паркингместа,Југ,,,СелоМогила
2756,60000€,42.052075,21.450415,7,420m²,3спрата,Нема,260m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,Повеќеод5балкони,3,Не,2Паркингместа,Запад,,,Радишанска
2757,1€,42.052075,21.450415,4,132m²,2спрата,Друго,515m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,2,Да,Гаража+Повеќеод4паркингместа,Југ,2015,,
2758,1€,41.991502,21.39781,3,80m²,Приземје,Друго,350m²,Дуплекс-Лепенакуќа,Реновирана,Празен,1Балкон,1,Не,Гаража+1Паркинг,Исток,,,ВЛАЕ
2759,300000€,41.9870695865131,21.4519291484375,25,220m²,3спрата,Друго,85m²,Останато,Реновирана,Празен,2Балкони,3,Да,1Гаража,Југ,2004,2018,Taftalidze
2760,400000€,41.031728,21.329358,10,280m²,2спрата,Дрва,440m²,Мултисемејнакуќа,Нова,Наместен,2Балкони,3,Да,Гаража+Повеќеод4паркингместа,Југ,1984,2007,Solunska141a
2761,1€,41.346182,21.553379,7,1m²,2спрата,Друго,1m²,Останато,Стара,Полунаместен,2Балкони,1,Да,2Паркингместа,Југ,,,ЛадоЛапецотбр70
2762,12000€,41.17531,21.394995,25,50m²,Приземје,Нема,500m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Нема,1,Не,Нема,Југ,2000,2000,сКукуречани
2763,50000€,41.440569,22.639528,1,1100m²,1спрат,Дрва,1100m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Повеќеод4паркингместа,Североисток,1996,,strumicabanjabansko
2764,1€,41.7826867859102,22.1846651233891,5,1m²,Високоприземје,Дрва,1m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,1,Не,Гаража+2Паркингместа,Југ,,,sCardaklija
2765,1€,41.031728,21.329358,4,90m²,2спрата,Централно,60m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,Тераса+1Балкон,1,Да,1Гаража,Исток,,,1
2766,1€,41.711096,22.848172,12,150m²,2спрата,Дрва,2m²,Вила,Реновирана,Наместен,2Балкони,2,Да,1Паркинг,Исток,2000,2015,Ablanica
2767,1€,41.9870695865131,21.4519291484375,3,60m²,Приземје,Дрва,250m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,1,Да,Гаража+2Паркингместа,Исток,1975,1990,УлНатанаилКушевишки
2768,По договор,41.9870695865131,21.4519291484375,5,132m²,3спрата,Струја,,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,1,Да,1Паркинг,Северозапад,,,улКавалска41б
2769,100€,42.205478,22.333429,15,200m²,3спрата,Нема,1000m²,Еднасемејнакуќа-Самостојна,Нова,Луксузен,3Балкони,4,Да,Повеќеод4паркингместа,Исток,,,
2770,1€,42.0134478370096,21.5176810366611,15,1000m²,3спрата,Централно,1200m²,Мултисемејнакуќа,Стара,Наместен,Повеќеод5балкони,Повеќеод4,Не,Гаража+3Паркингместа,Југоисток,1972,2016,AntonPopovbe40
2771,135000€,41.346182,21.553379,6,200m²,3спрата,Нема,12m²,Останато,Нова,Полунаместен,2Балкони,1,Да,2Паркингместа,Југоисток,1234,1234,Ordetuteski
2772,1€,42.0058103622017,21.5592956542969,2,100m²,Приземје,Струја,1000m²,Вила,Нова,Наместен,2Балкони,2,Не,Повеќеод4паркингместа,Југ,,,Trubarevo
2773,260000€,41.111733,20.798579,10,280m²,3спрата,Централно,300m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,4Балкони,4,Не,3Паркингместа,Југ,,,
2774,74000€,41.9870695865131,21.4519291484375,8,270m²,3спрата,Струја,50m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,3,Да,Нема,Исток,,,Ulica7miJulibr8-Skopje-Cair
2775,80000€,41.978187,21.427388,4,227m²,1спрат,Струја,110m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,2Паркингместа,Југ,,,
2776,111111111€,42.0545639466784,21.0329673687099,7,250m²,2спрата,Дрва,3000m²,Двo-семејнакуќа,Стара,Наместен,Тераса+1Балкон,2,Не,Повеќеод4паркингместа,Југ,,,сЛешок
2777,120000€,41.0251913135236,21.3334358533357,6,82m²,3спрата,Централно,120m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,4Балкони,2,Да,1Паркинг,Југоисток,,,улСолунскабр202
2778,1€,41.931839,21.502835,10,600m²,Повеќеод4спрата,Струја,450m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Повеќеод5балкони,Повеќеод4,Да,Повеќеод4паркингместа,Југоисток,450,,KVoda
