,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Годинанаградба,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Адреса,Годинанареновирање
4290,35000€,41.14712,22.507161,2,57m²,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1988,1Балкон,1,Да,1Паркинг,Запад,Zagrebska,2020
4291,34500€,41.031728,21.329358,3,58m²,Друго,1кат,ВоЗграда,Стар,Празен,Не,,1Тераса,1,Да,1Паркинг,Северозапад,NOVABITOLAVEROREMO,
4292,62000€,41.9870695865131,21.4519291484375,2,52m²,Централно,1кат,ВоЗграда,Стар,Наместен,Да,2005,1Тераса,1,Не,1Паркинг,Североисток,EmilZola,
4293,59999€,41.991502,21.39781,25,47m²,Централно,1кат,ВоЗграда,Стар,Празен,Не,,Тераса+1Балкон,1,Да,Повеќеод3паркингместа,Југозапад,СКОПЈЕ,
4294,83000€,42.009423,20.971549,3,78m²,Централно,3кат,ВоЗграда,Нов,Полунаместен,Да,2010,1Тераса,1,Да,1Гаража,Исток,"sproti""sportskiCentar""CENTAR",2020
4295,1€,41.9870695865131,21.4519291484375,2,55m²,Централно,>15кат,ВоЗграда,Нов,Луксузен,Да,2018,1Балкон,1,Не,1Гаража,Исток,ЏевахирСкајХолдинг,2018
4296,82000€,41.9870695865131,21.4519291484375,15,45m²,Централно,5кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,Нема,Југоисток,,
4297,69000€,41.949632,21.502494,25,73m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,,1Тераса,1,Не,Нема,Северозапад,,
4298,По договор,41.9870695865131,21.4519291484375,4,125m²,Струја,1кат,ВоЗграда,Нов,Наместен,Не,2008,Тераса+1Балкон,2,Не,1Паркинг,Североисток,Vodno,2009
4299,35000€,41.438304,22.004864,2,57m²,Струја,1кат,ВоЗграда,Стар,Полунаместен,Не,,1Балкон,1,Да,Нема,Запад,ЃуроСалајбр152/5,
4300,По договор,41.978187,21.427388,3,94m²,Централно,6кат,ВоЗграда,Реновиран,Празен,Да,,Нема,Повеќеод2,Не,Нема,Југозапад,Centar(PortaBunjakovec),
4301,1100€,41.949632,21.502494,2,46m²,Централно,4кат,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,1,Не,Повеќеод3паркингместа,Запад,Аеродром-ФОН,
4302,123000€,41.9870695865131,21.4519291484375,3,82m²,Струја,2кат,ВоЗграда,Нов,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југоисток,,
4303,145000€,41.9870695865131,21.4519291484375,4,126m²,Струја,4кат,ВоЗграда,Нов,Празен,Да,,2Балкони,2,Не,2Паркингместа,Североисток,улСлавејкоАрсов,
4304,380€,41.949632,21.502494,4,95m²,Струја,1кат,ВоЗграда,Нов,Наместен,Да,,2Балкони,2,Не,1Паркинг,Исток,AVNOJ,
4305,91200€,41.9870695865131,21.4519291484375,25,96m²,Централно,5кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,1Паркинг,Запад,,
4306,1100€,41.949632,21.502494,3,62m²,Централно,4кат,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,1,Не,Повеќеод3паркингместа,Исток,Аеродром-ФОН,
4307,1100€,41.949632,21.502494,4,97m²,Централно,3кат,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,1,Не,Повеќеод3паркингместа,Исток,Аеродром-ФОН,
4308,15000€,41.111733,20.798579,1,25m²,Нема,Приземје,ВоЗграда,Стар,Наместен,Не,,1Балкон,1,Не,1Паркинг,Исток,Охрид,
4309,40000€,41.111733,20.798579,2,47m²,Друго,1кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Не,1Паркинг,Исток,Ohrid,
4310,По договор,41.931839,21.502835,5,97m²,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,2012,2Балкони,2,Не,1Паркинг,Североисток,Skopje,2016
4311,35800€,42.013646,21.32586,2,39m²,Струја,4кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Југозапад,,
4312,1€,41.111733,20.798579,3,64m²,Друго,2кат,ВоЗграда,Реновиран,Наместен,Не,,1Тераса,1,Не,1Паркинг,Југозапад,neposrednodohotelFlamingo,
4313,48000€,41.111733,20.798579,2,53m²,Струја,1кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,Повеќеод3паркингместа,Североисток,населбаРача,
4314,1€,41.931839,21.502835,3,52m²,Струја,5кат,ВоЗграда,Реновиран,Празен,Да,2012,Нема,1,Не,Нема,Југ,OgnjanPrica,2020
4315,5€,41.9870695865131,21.4519291484375,1,51m²,Централно,4кат,ВоЗграда,Нов,Полунаместен,Да,2018,1Балкон,1,Не,1Паркинг,Исток,AerodromNZeleznika,
4316,48000€,41.9870695865131,21.4519291484375,2,40m²,Централно,Приземје,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Да,Нема,Југ,улПандилШишков-Аеродром,
4317,1400€,41.9870695865131,21.4519291484375,1,51m²,Централно,5кат,ВоЗграда,Нов,Наместен,Да,2015,1Балкон,1,Не,1Паркинг,Запад,UniverzalnaDMaalokarpostatalidze,
4318,80000€,41.9870695865131,21.4519291484375,3,78m²,Централно,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,1990,1Балкон,1,Не,1Паркинг,Југоисток,ДебарМаало,2020
4319,73000€,42.009423,20.971549,3,73m²,Централно,1кат,ВоЗграда,Нов,Наместен,Не,2014,2Балкони,1,Не,1Паркинг,Југ,strogCENTAR,2020
4320,53000€,41.9870695865131,21.4519291484375,4,73m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,Нема,Исток,СкопјеСевер,
4321,65000€,42.009423,20.971549,3,85m²,Друго,9кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Паркинг,Југозапад,,
4322,63000€,42.005388698801,21.4163404090563,2,48m²,Централно,2кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Да,Повеќеод3паркингместа,Запад,БулФранклинРузвелтова,
4323,320€,41.9870695865131,21.4519291484375,2,50m²,Централно,7кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Паркинг,Север,Карпош,
4324,68500€,42.009423,20.971549,5,110m²,Централно,5кат,ВоЗграда,Нов,Луксузен,Не,2010,2Балкони,2,Не,1Паркинг,Југозапад,ploshtad,2020
4325,750€,41.031728,21.329358,45,116m²,Струја,3кат,ВоЗграда,Нов,Празен,Не,2015,2Балкони,2,Не,1Паркинг,Југозапад,Skopskapivara,2015
4326,68850€,41.949632,21.502494,3,81m²,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,,3Балкони,1,Да,1Паркинг,Југоисток,Аеродром,
4327,129000€,42.009423,20.971549,4,100m²,Друго,6кат,ВоЗграда,Реновиран,Луксузен,Да,2005,1Тераса,2,Да,1Паркинг,Запад,,2020
4328,По договор,41.9870695865131,21.4519291484375,5,159m²,Централно,1кат,ВоЗграда,Реновиран,Луксузен,Да,,2Балкони,Повеќеод2,Не,Нема,Југозапад,Taftalidje1ulPariska;kajGjorgiDimitrov,
4329,По договор,41.949632,21.502494,2,,Централно,1кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,1,Не,1Паркинг,Југозапад,Аеродром,
4330,77000€,42.009423,20.971549,4,92m²,Друго,6кат,ВоЗграда,Стар,Празен,Да,,2Балкони,2,Не,1Паркинг,Исток,,
4331,64050€,41.9870695865131,21.4519291484375,3,61m²,Струја,5кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Североисток,,
4332,400€,41.9870695865131,21.4519291484375,3,73m²,Струја,1кат,ВоЗграда,Нов,Луксузен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
4333,400€,41.9870695865131,21.4519291484375,3,90m²,Струја,1кат,ВоЗграда,Нов,Наместен,Не,,1Балкон,1,Не,1Паркинг,Исток,,
4334,1€,41.9870695865131,21.4519291484375,2,48m²,Струја,1кат,ВоЗграда,Нов,Полунаместен,Да,2011,1Тераса,1,Не,Повеќеод3паркингместа,Север,булМакедонскаВојскабр20/1-9,
4335,54000€,41.9870695865131,21.4519291484375,2,40m²,Централно,1кат,ВоЗграда,Нов,Празен,Да,2015,1Тераса,1,Не,2Паркингместа,Југ,Vodno,
4336,750€,41.1729440947203,20.6896933483933,5,123m²,Нема,4кат,ВоЗграда,Нов,Празен,Да,2019,2Балкони,2,Не,Нема,Југозапад,,
4337,48500€,41.111733,20.798579,2,50m²,Струја,1кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Не,1Паркинг,Север,DameGruevlamelaA1/2-3,
4338,51000€,42.0102848898743,21.4345457678452,3,58m²,Струја,1кат,ВоЗграда,Нов,Полунаместен,Да,2016,1Балкон,1,Не,Повеќеод3паркингместа,Север,УлПрохорПчињски,2016
4339,59000€,42.013646,21.32586,3,78m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток,ДамеГруев-ЃорчеПетров,
4340,58000€,41.745515,22.19396,3,68m²,Нема,6кат,ВоЗграда,Нов,Празен,Да,2020,2Балкони,2,Не,1Гаража,Североисток,УлПиринскабр11,
4341,54000€,42.013646,21.32586,3,51m²,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,1Паркинг,Југ,,
4342,62000€,41.111733,20.798579,2,62m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,Повеќеод3паркингместа,Југ,BulTuristicka-KAM,
4343,61900€,41.9882304148815,21.4497165819162,3,67m²,Централно,5кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,2Паркингместа,Југ,СимеонКавракиров,
4344,850€,41.9870695865131,21.4519291484375,2,46m²,Централно,3кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Да,1Паркинг,Исток,Aerodrom,2021
4345,1€,41.9870695865131,21.4519291484375,35,91m²,Централно,9кат,ВоЗграда,Реновиран,Полунаместен,Да,1980,1Балкон,2,Не,1Паркинг,Југозапад,CENTAR,2010
4346,1€,41.9870695865131,21.4519291484375,6,330m²,Струја,2кат,Вокуќа,Нов,Празен,Не,2010,2Балкони,Повеќеод2,Да,2Паркингместа,Југоисток,KOZLE,
4347,250€,41.991502,21.39781,2,50m²,Централно,2кат,ВоЗграда,Нов,Наместен,Да,2019,1Балкон,1,Не,1Паркинг,Северозапад,Taftalidze,
4348,62350€,41.9936894322097,21.4166307935106,2,43m²,Струја,3кат,ВоЗграда,Реновиран,Наместен,Да,2014,1Балкон,1,Не,1Паркинг,Исток,Kozara,2020
4349,87000€,41.9870695865131,21.4519291484375,3,64m²,Струја,2кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
4350,1€,41.9870695865131,21.4519291484375,3,75m²,Друго,6кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,Cento,
4351,77500€,41.978187,21.427388,1,62m²,Друго,3кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Североисток,,
4352,По договор,41.346182,21.553379,45,74m²,Нема,1кат,ВоЗграда,Стар,Празен,Не,1995,2Балкони,2,Не,Нема,Југ,ГоцеДелчев8/1-9,1995
4353,57000€,41.931839,21.502835,2,47m²,Струја,Приземје,ВоЗграда,Нов,Празен,Не,2010,1Тераса,1,Не,Гаража+Повеќеод3паркингместа,Југоисток,КиселаВода,
4354,75000€,41.978187,21.427388,2,48m²,Централно,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,1Гаража,Исток,Центар,
4355,61000€,41.931839,21.502835,2,62m²,Струја,3кат,ВоЗграда,Стар,Полунаместен,Не,,1Балкон,1,Не,Нема,Североисток,КИСЕЛАВОДА,
4356,54000€,42.013646,21.32586,3,51m²,Струја,3кат,ВоЗграда,Стар,Наместен,Не,2014,1Тераса,1,Да,1Паркинг,Југозапад,,2014
4357,82000€,41.978187,21.427388,3,72m²,Централно,3кат,ВоЗграда,Стар,Празен,Не,,Тераса+1Балкон,1,Да,1Паркинг,Југ,Центар,
4358,45000€,41.949632,21.502494,2,50m²,Централно,5кат,ВоЗграда,Реновиран,Наместен,Не,,Нема,1,Да,2Паркингместа,Исток,,
4359,77000€,41.991502,21.39781,35,81m²,Централно,4кат,ВоЗграда,Реновиран,Полунаместен,Да,,1Тераса,2,Да,2Паркингместа,Југоисток,Kaskada,
4360,По договор,41.715954,21.770997,2,38m²,Струја,1кат,ВоЗграда,Реновиран,Наместен,Не,2018,1Балкон,1,Да,Повеќеод3паркингместа,Исток,BLAGOJGJOREVglavna,2018
4361,126000€,41.978187,21.427388,3,63m²,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Не,Нема,Исток,Центар,
4362,158000€,41.991502,21.39781,4,88m²,Струја,3кат,ВоЗграда,Нов,Луксузен,Да,2017,2Балкони,2,Да,1Паркинг,Северозапад,,
4363,78000€,41.931839,21.502835,3,78m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Запад,KiselaVoda,
4364,52800€,42.013646,21.32586,2,48m²,Струја,1кат,ВоЗграда,Стар,Полунаместен,Да,2010,1Тераса,1,Не,Нема,Југоисток,ЃорчеПетров,
4365,31620€,41.9870695865131,21.4519291484375,2,36m²,Струја,Поткровје,ВоЗграда,Нов,Празен,Не,,Нема,1,Не,Повеќеод3паркингместа,Север,СКОПЈЕ,
4366,750€,41.9870695865131,21.4519291484375,2,54m²,Струја,1кат,ВоЗграда,Реновиран,Празен,Не,1991,1Балкон,1,Да,Повеќеод3паркингместа,Југозапад,UlLukaGerovbr40,2020
4367,65000€,41.484224,22.089622,3,85m²,Друго,2кат,ВоЗграда,Реновиран,Наместен,Не,,2Балкони,1,Да,Нема,Запад,ПетарДемирски2-8(сааткула)Неготино,
4368,75000€,41.9870695865131,21.4519291484375,3,89m²,Централно,3кат,ВоЗграда,Стар,Полунаместен,Не,,1Тераса,1,Да,Нема,Југоисток,ЃорчеПетров-Хром,
4369,85000€,41.978187,21.427388,3,71m²,Струја,2кат,ВоЗграда,Реновиран,Празен,Не,,Тераса+1Балкон,1,Да,1Паркинг,Запад,СКОПЈЕ,
4370,100000€,41.949632,21.502494,4,95m²,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,1,Да,1Паркинг,Исток,,
4371,По договор,41.9870695865131,21.4519291484375,3,69m²,Централно,6кат,ВоЗграда,Нов,Празен,Да,2021,Тераса+1Балкон,1,Не,Повеќеод3паркингместа,Југ,Центар,2021
4372,По договор,41.991502,21.39781,2,61m²,Централно,2кат,ВоЗграда,Стар,Полунаместен,Не,,2Балкони,1,Да,Повеќеод3паркингместа,Југозапад,Карпош2,
4373,92500€,42.0172505547886,21.4450384749838,3,79m²,Друго,2кат,ВоЗграда,Нов,Луксузен,Да,2010,Нема,2,Не,Нема,Југозапад,KrstoAsenov,2020
4374,По договор,41.9870695865131,21.4519291484375,2,40m²,Централно,1кат,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,1,Не,Нема,Југ,Kapistec,
4375,200€,41.949632,21.502494,3,60m²,Централно,5кат,ВоЗграда,Стар,Наместен,Да,,2Балкони,1,Не,Нема,Југозапад,,
4376,87000€,41.949632,21.502494,3,87m²,Централно,7кат,ВоЗграда,Нов,Празен,Да,,1Тераса,1,Не,Нема,Југоисток,Aerodrom,
4377,65000€,41.031728,21.329358,4,90m²,Струја,1кат,ВоЗграда,Стар,Полунаместен,Не,1,2Балкони,2,Да,1Гаража,Југоисток,Музеј,1
4378,54000€,41.931839,21.502835,2,51m²,Струја,1кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,Нема,Југоисток,,
4379,1320€,41.978187,21.427388,2,55m²,Струја,1кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,1,Не,Повеќеод3паркингместа,Запад,,
4380,215€,41.978187,21.427388,2,57m²,Струја,2кат,Вокуќа,Реновиран,Наместен,Не,1980,1Балкон,2,Да,1Паркинг,Југ,,2010
4381,850€,41.944583,21.395116,2,40m²,Струја,Приземје,ВоЗграда,Нов,Празен,Да,2021,1Тераса,1,Не,Гаража+1Паркинг,Северозапад,,
4382,1€,41.978187,21.427388,3,66m²,Струја,4кат,ВоЗграда,Нов,Луксузен,Да,2018,1Балкон,1,Не,1Гаража,Исток,МирчеОровчанецбр13,
4383,1150€,41.949632,21.502494,2,54m²,Централно,7кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,1,Не,Гаража+1Паркинг,Исток,Аеродром,
4384,1200€,41.949632,21.502494,2,57m²,Струја,3кат,ВоЗграда,Воградба,Празен,Да,,Нема,2,Не,1Паркинг,Југоисток,ГазиБаба,
4385,100800€,41.949632,21.502494,3,84m²,Централно,1кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,2,Да,Повеќеод3паркингместа,Североисток,Аеродром,
4386,1350€,41.9870695865131,21.4519291484375,3,98m²,Централно,1кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,2,Не,1Гаража,Североисток,Карпош,
4387,89700€,41.949632,21.502494,3,78m²,Централно,1кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Исток,Аеродром,
4388,52000€,42.013646,21.32586,4,65m²,Дрва,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Северозапад,ЃорчеПетров,
4389,125000€,41.9870695865131,21.4519291484375,4,120m²,Централно,3кат,ВоЗграда,Реновиран,Полунаместен,Не,,2Балкони,2,Да,2Паркингместа,Југ,Карпош,
4390,72000€,41.9870695865131,21.4519291484375,3,73m²,Друго,1кат,ВоЗграда,Стар,Празен,Не,,2Балкони,2,Да,1Паркинг,Запад,Карпош,
4391,25000€,41.031728,21.329358,15,34m²,Нема,Приземје,ВоЗграда,Стар,Наместен,Не,1990,1Тераса,1,Да,1Паркинг,Запад,Dimcelahcanski,1990
4392,51000€,42.013646,21.32586,3,55m²,Струја,Приземје,ВоЗграда,Нов,Празен,Да,2021,1Балкон,2,Не,Нема,Југоисток,,
4393,По договор,41.949632,21.502494,2,58m²,Централно,4кат,ВоЗграда,Нов,Наместен,Да,2005,1Балкон,1,Не,Нема,Североисток,Аеродром,
4394,По договор,41.9870695865131,21.4519291484375,3,92m²,Нема,1кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,2,Не,1Паркинг,Југозапад,BulMakedonskaVojska,2021
4395,65000€,41.949632,21.502494,4,69m²,Централно,3кат,ВоЗграда,Стар,Празен,Не,,Нема,1,Не,Нема,Исток,,
4396,38500€,42.00877,21.45126,2,36m²,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,,Нема,1,Да,1Паркинг,Југ,Avtokomanda,
4397,50000€,41.9870695865131,21.4519291484375,2,42m²,Централно,4кат,ВоЗграда,Нов,Полунаместен,Да,2012,1Балкон,1,Да,1Паркинг,Запад,БулАСНОМ7/32,
4398,75000€,41.949632,21.502494,4,83m²,Централно,2кат,ВоЗграда,Стар,Наместен,Да,2004,2Балкони,1,Не,1Паркинг,Исток,улАнастасМитрев,
4399,78000€,41.991502,21.39781,2,60m²,Централно,9кат,ВоЗграда,Нов,Полунаместен,Да,2017,1Балкон,1,Не,Повеќеод3паркингместа,Североисток,карпош,2017
4400,По договор,41.9870695865131,21.4519291484375,3,72m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,KARPOS4,2021
4401,1€,41.111733,20.798579,25,44m²,Нема,Приземје,ВоЗграда,Реновиран,Наместен,Не,2000,1Тераса,1,Не,1Паркинг,Исток,PARTIZANSKA,2019
4402,По договор,41.51282,20.96083,25,50m²,Нема,2кат,ВоЗграда,Нов,Празен,Не,,1Балкон,1,Да,2Паркингместа,Запад,,
4403,64900€,41.346182,21.553379,35,90m²,Нема,5кат,ВоЗграда,Реновиран,Наместен,Да,1,2Балкони,2,Да,Повеќеод3паркингместа,Запад,zgradaTABANA,1
4404,610€,42.132926,21.715878,4,68m²,Струја,5кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Југ,Никшичка2/2/19,
4405,59500€,41.949632,21.502494,2,60m²,Централно,1кат,ВоЗграда,Стар,Празен,Не,2014,1Балкон,1,Да,Нема,Североисток,Аеродром,2014
4406,110000€,41.949632,21.502494,35,92m²,Централно,3кат,ВоЗграда,Реновиран,Наместен,Да,,Тераса+1Балкон,2,Да,1Паркинг,Југоисток,Аеродром,2020
4407,45000€,42.009423,20.971549,2,42m²,Струја,1кат,ВоЗграда,Стар,Наместен,Не,,1Балкон,1,Да,Нема,Југ,MarsalTitoTetovo,
4408,45€,41.715954,21.770997,35,73m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Да,2020,2Балкони,1,Не,Нема,Исток,Dimitarvlaxovbb,2020
4409,36500€,42.009423,20.971549,25,52m²,Струја,7кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Да,1Паркинг,Запад,strogCENTAR,
4410,42500€,42.009423,20.971549,25,47m²,Струја,1кат,ВоЗграда,Стар,Празен,Не,,2Балкони,1,Не,1Паркинг,Исток,"pozadi""VERO""kajsportskicentar",
4411,90000€,42.009423,20.971549,35,96m²,Централно,2кат,ВоЗграда,Реновиран,Луксузен,Не,1995,2Балкони,2,Да,1Паркинг,Исток,strogCENTAR,2020
4412,1€,41.931839,21.502835,3,79m²,Нема,2кат,ВоЗграда,Реновиран,Полунаместен,Не,,2Балкони,1,Да,1Паркинг,Исток,,
4413,32500€,42.0006360960487,21.4132118225098,1,22m²,Централно,Приземје,ВоЗграда,Нов,Празен,Не,2015,Нема,1,Да,1Паркинг,Југ,"Partizanksapozadi""BrozKafe""do""SILBO""",
4414,65000€,42.009423,20.971549,35,65m²,Струја,1кат,ВоЗграда,Реновиран,Луксузен,Не,,2Балкони,1,Да,1Паркинг,Запад,strogCENTAR,2020
4415,100000€,41.9870091283093,21.4176346149544,3,75m²,Централно,Сутеренстан,ВоЗграда,Нов,Луксузен,Не,2015,1Тераса,2,Не,1Паркинг,Запад,"VodnosprotiOU""KostaRacin""",
4416,1150€,41.9940177605012,21.4733037002662,6,28m²,Централно,1кат,ВоЗграда,Нов,Луксузен,Да,2021,2Балкони,2,Да,Гаража+Повеќеод3паркингместа,Југ,"sprotiuniverzitetot""FON""",
4417,1€,41.111733,20.798579,3,56m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Не,,1Тераса,1,Да,1Паркинг,Исток,DimitarVlahov,
4418,80€,41.1078934689156,20.814530365169,1,30m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Паркинг,Југ,,
4419,20€,41.1144125969367,20.8019371256866,1,25m²,Струја,1кат,ВоЗграда,Реновиран,Наместен,Не,2003,1Балкон,1,Да,Нема,Североисток,улДимитарВлахов15-Охрид,2018
4420,1€,41.1114238886268,20.7986476661224,3,67m²,Друго,2кат,ВоЗграда,Нов,Луксузен,Да,2020,2Балкони,1,Да,1Паркинг,Исток,Strogcentar,2020
4421,По договор,42.0302392275676,21.3823375830011,4,187m²,Струја,2кат,ВоЗграда,Нов,Празен,Не,,3Балкони,2,Да,1Паркинг,Исток,Bardovci,
4422,1000€,41.111733,20.798579,25,46m²,Друго,2кат,ВоЗграда,Воградба,Празен,Да,2020,1Тераса,1,Да,1Гаража,Југоисток,LukOil,
4423,40000€,41.111733,20.798579,2,45m²,Нема,1кат,ВоЗграда,Нов,Празен,Не,1,1Балкон,1,Да,1Паркинг,Исток,,
4424,70000€,41.9963667985788,21.3883422089182,3,44m²,Друго,Приземје,ВоЗграда,Нов,Наместен,Не,2016,1Тераса,1,Да,1Паркинг,Северозапад,Kozle,
4425,250€,41.9870695865131,21.4519291484375,4,78m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1985,2Балкони,1,Да,2Паркингместа,Југозапад,pavleilik,2018
4426,38000€,41.1904094350718,22.7191628005371,1,43m²,Нема,Приземје,ВоЗграда,Реновиран,Празен,Не,1985,1Тераса,1,Не,2Паркингместа,Исток,УЛМАРШАЛТИТОСТАРДОЈРАН,2013
4427,79500€,41.9873746180168,21.4443036282082,3,85m²,Нема,4кат,ВоЗграда,Реновиран,Наместен,Да,,1Тераса,2,Не,1Паркинг,Југозапад,ВенјаминМанчуковски4,
4428,47000€,41.9870695865131,21.4519291484375,2,60m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,2014,1Балкон,1,Не,1Паркинг,Југозапад,TopanskoPole,
4429,400МКД,41.111733,20.798579,3,60m²,Струја,Приземје,Вокуќа,Нов,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југ,,
4430,70000€,41.978187,21.427388,2,66m²,Струја,1кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,1Паркинг,Исток,улбулстрашопинџур,2018
4431,95000€,41.978187,21.427388,35,75m²,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,2014,1Тераса,2,Не,1Паркинг,Југ,ulRuzveltova,2020
4432,По договор,41.111733,20.798579,3,61m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,2020,2Балкони,1,Не,1Паркинг,Југ,ЦЕНТАР,
4433,52000€,41.9870695865131,21.4519291484375,3,54m²,Друго,13кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,,
4434,1€,42.0048493168126,21.4013719735718,2,52m²,Централно,Приземје,ВоЗграда,Стар,Празен,Не,1970,1Балкон,1,Да,Нема,Југ,karposevovostanie2/3-1,
4435,40000€,41.9870695865131,21.4519291484375,2,57m²,Нема,2кат,ВоЗграда,Стар,Празен,Не,,2Балкони,1,Да,Нема,Југ,UlicaNikolaMaleshevski39,
4436,71000€,42.009423,20.971549,3,75m²,Струја,2кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Исток,StrogCentar,
4437,47000€,42.023796999664,21.4378524739988,4,73m²,Струја,4кат,ВоЗграда,Стар,Полунаместен,Не,,1Балкон,1,Да,1Паркинг,Северозапад,BoroMenkovbr3,2014
4438,42500€,42.013527129851,21.4331674575806,3,64m²,Струја,1кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Тераса,1,Да,1Паркинг,Исток,"Topanskopolevoblizinana""RAMSTOR""",2021
4439,40000€,42.009423,20.971549,15,65m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Да,1Паркинг,Југоисток,Blok82,
4440,115000€,41.9870695865131,21.4519291484375,4,100m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,,2Балкони,2,Да,1Паркинг,Исток,Карпош,
4441,114000€,41.978187,21.427388,3,69m²,Централно,6кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Југ,,
4442,По договор,41.0361487118267,21.345749435066,35,60m²,Струја,5кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,1Гаража,Југоисток,Прилепска60,
4443,44999€,42.009423,20.971549,25,65m²,Струја,3кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Да,1Паркинг,Југ,PrzovaBavca,
4444,97000€,41.9966052473694,21.3918018518066,5,101m²,Соларнаенергија,Поткровје,ВоЗграда,Реновиран,Наместен,Не,2012,2Балкони,2,Да,1Паркинг,Југоисток,,2019
4445,По договор,41.9870695865131,21.4519291484375,2,40m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Запад,vlae,
