,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Годинанаградба,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Адреса,Годинанареновирање
4446,83000€,42.009423,20.971549,3,78m²,Струја,3кат,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,1,Да,Гаража+1Паркинг,Југ,Centar,
4447,29000€,41.0301861197915,21.3358551091342,15,37m²,Дрва,Приземје,ВоЗграда,Стар,Празен,Не,2000,1Балкон,1,Да,1Паркинг,Југ,НоваБитола,2005
4448,1600€,41.9870695865131,21.4519291484375,3,78m²,Струја,7кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Гаража,Исток,булКлиментОхдридски,
4449,По договор,41.031728,21.329358,2,30m²,Струја,1кат,ВоЗграда,Реновиран,Наместен,Не,,1Тераса,1,Не,1Паркинг,Југоисток,IvanMilutinovic,
4450,65000€,41.9870695865131,21.4519291484375,3,94m²,Централно,5кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Исток,Avtokomanda,
4451,57700€,41.978187,21.427388,1,63m²,Нема,4кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
4452,26500€,41.745515,22.19396,25,48m²,Струја,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Исток,Широкдол5а,
4453,69000€,41.9870695865131,21.4519291484375,3,62m²,Централно,6кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,1,Да,1Паркинг,Југ,Taftalidze,
4454,58500€,41.993825,21.436139,3,80m²,Струја,Приземје,ВоЗграда,Стар,Празен,Не,,2Балкони,2,Не,2Паркингместа,Југоисток,,
4455,42000€,41.801881,20.913259,2,60m²,Друго,5кат,ВоЗграда,Нов,Полунаместен,Да,2018,1Балкон,1,Да,1Паркинг,Исток,MladenGrueski12A,
4456,75000€,41.991502,21.39781,2,57m²,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,Нема,Исток,karpostaftalidze,
4457,930€,41.9836383036091,21.4357196634184,4,127m²,Струја,2кат,Вокуќа,Стар,Полунаместен,Да,,Тераса+2Балкони,Повеќеод2,Не,1Паркинг,Југоисток,ulMishkoMihajlovski,
4458,1150€,41.978187,21.427388,3,66m²,Централно,1кат,ВоЗграда,Нов,Празен,Да,2016,Нема,1,Не,Нема,Југоисток,CENTAR,
4459,1МКД,41.173339757674,20.6696963301511,1,32m²,Централно,2кат,Вокуќа,Нов,Луксузен,Не,,2Балкони,2,Не,1Паркинг,Југозапад,,
4460,130000€,41.949632,21.502494,5,174m²,Централно,8кат,ВоЗграда,Реновиран,Полунаместен,Да,,Тераса+3Балкони,2,Да,1Паркинг,Југоисток,Аеродром,
4461,По договор,41.9870695865131,21.4519291484375,3,72m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,KARPOS4,2021
4462,39600€,41.9870695865131,21.4519291484375,2,33m²,Струја,Приземје,ВоЗграда,Нов,Празен,Да,2021,Нема,1,Не,1Паркинг,Југ,,
4463,78000€,41.9870695865131,21.4519291484375,3,78m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,2014,1Балкон,2,Не,Нема,Запад,КиселаВода,
4464,67500€,41.949632,21.502494,2,54m²,Централно,6кат,ВоЗграда,Стар,Наместен,Да,,1Балкон,1,Не,1Паркинг,Север,,
4465,1€,41.9870695865131,21.4519291484375,2,57m²,Друго,2кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,,
4466,650€,41.801881,20.913259,2,40m²,Друго,2кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Да,1Паркинг,Исток,MladenGrueski12A,
4467,750€,41.801881,20.913259,3,55m²,Друго,5кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,1Гаража,Запад,MladenGrueski12A,
4468,750€,41.801881,20.913259,3,114m²,Друго,2кат,ВоЗграда,Нов,Празен,Да,2021,2Балкони,2,Не,1Паркинг,Југ,MladenGrueski12A,
4469,113400€,41.9870695865131,21.4519291484375,3,63m²,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,1Паркинг,Југоисток,,2020
4470,65000€,41.978187,21.427388,2,55m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Не,,2Балкони,1,Да,Нема,Исток,centarprolet,
4471,260€,41.9870695865131,21.4519291484375,3,66m²,Централно,2кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,1Паркинг,Север,,
4472,650€,41.801881,20.913259,2,50m²,Друго,2кат,ВоЗграда,Нов,Наместен,Да,2019,1Балкон,1,Не,1Паркинг,Исток,MladenGrueski12A,
4473,56000€,41.931839,21.502835,2,54m²,Струја,2кат,ВоЗграда,Нов,Празен,Не,,1Балкон,1,Не,Нема,Исток,KiselaVoda,
4474,1200€,41.111733,20.798579,3,66m²,Друго,1кат,ВоЗграда,Стар,Празен,Не,1990,1Тераса,2,Не,Повеќеод3паркингместа,Исток,Asnom,1990
4475,75250€,41.931839,21.502835,3,76m²,Централно,5кат,ВоЗграда,Нов,Празен,Да,,Нема,1,Не,1Паркинг,Исток,,
4476,29500€,41.031728,21.329358,2,37m²,Струја,Приземје,ВоЗграда,Стар,Празен,Да,1980,1Тераса,1,Да,1Паркинг,Исток,НоваБитола,1980
4477,1€,41.991502,21.39781,2,57m²,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,ТАФТАЛИЏЕ2,
4478,1€,42.013646,21.32586,2,30m²,Нема,Сутеренстан,ВоЗграда,Стар,Празен,Не,2004,Нема,1,Не,Нема,Запад,Vlae2,2004
4479,700€,41.111733,20.798579,25,69m²,Друго,5кат,ВоЗграда,Стар,Наместен,Не,,1Балкон,1,Не,1Паркинг,Запад,UlGalicica,
4480,93500€,41.991502,21.39781,4,117m²,Друго,1кат,ВоЗграда,Нов,Празен,Не,2021,2Балкони,Повеќеод2,Не,1Паркинг,Југоисток,Bardovci,
4481,73200€,41.991502,21.39781,3,61m²,Струја,3кат,ВоЗграда,Нов,Празен,Да,2021,2Балкони,1,Не,1Паркинг,Северозапад,Карпош,
4482,130000€,41.991502,21.39781,4,149m²,Централно,6кат,ВоЗграда,Реновиран,Наместен,Да,,2Балкони,2,Не,Нема,Исток,karpostaftalidze,
4483,1400€,41.991502,21.39781,1,50m²,Друго,1кат,ВоЗграда,Нов,Празен,Да,2022,1Балкон,1,Да,1Паркинг,Исток,UlPraska,2022
4484,1400€,41.9870695865131,21.4519291484375,,,,,,,,,,,,,,,,
4485,90000€,41.931839,21.502835,3,89m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,2,Не,Нема,Југ,,
4486,1050€,41.931839,21.502835,3,64m²,Централно,3кат,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,1,Не,Нема,Североисток,КиселаВода-близуОУКрумеКепески,
4487,1000€,41.931839,21.502835,3,78m²,Струја,3кат,ВоЗграда,Стар,Наместен,Да,2008,2Балкони,2,Не,Повеќеод3паркингместа,Североисток,КиселаВода-улСаваКовачевиќ,
4488,87000€,41.991502,21.39781,4,82m²,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,2010,1Балкон,2,Не,1Паркинг,Исток,,2020
4489,По договор,41.978187,21.427388,3,85m²,Централно,8кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,2,Не,1Паркинг,Југоисток,,
4490,95000€,41.949632,21.502494,3,95m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,1989,2Балкони,2,Да,Повеќеод3паркингместа,Југоисток,,
4491,По договор,41.715954,21.770997,25,47m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Не,2018,1Балкон,2,Да,1Паркинг,Исток,BLAGOJGJOREV,2018
4492,1€,41.9870695865131,21.4519291484375,25,66m²,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,,1Тераса,1,Не,Повеќеод3паркингместа,Исток,СКОПЈЕ,
4493,300€,41.978187,21.427388,3,90m²,Струја,Приземје,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,AAJNSTAJN,
4494,100€,41.931839,21.502835,3,56m²,Централно,Приземје,ВоЗграда,Стар,Празен,Не,1961,1Балкон,1,Да,1Паркинг,Север,БожидарАџија14,
4495,75000€,41.9870695865131,21.4519291484375,25,57m²,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,,1Тераса,1,Не,2Паркингместа,Југ,MitropolitTeodosijGologanov,
4496,71000€,41.9870695865131,21.4519291484375,3,57m²,Централно,1кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,1,Не,Нема,Северозапад,Kozle,
4497,112900€,41.978187,21.427388,3,84m²,Централно,Приземје,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,Нема,Североисток,SALJENDE,
4498,55000€,42.009423,20.971549,3,65m²,Друго,1кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југ,,
4499,1500€,41.111733,20.798579,3,96m²,Струја,3кат,ВоЗграда,Нов,Празен,Не,,1Тераса,1,Не,1Паркинг,Југозапад,Lagadin,
4500,850€,41.111733,20.798579,4,115m²,Друго,3кат,ВоЗграда,Воградба,Празен,Не,,2Балкони,2,Не,1Паркинг,Југоисток,Ohrid,
4501,58000€,41.031728,21.329358,3,61m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Не,2010,1Балкон,2,Да,1Паркинг,Југозапад,Кајмузичко,2020
4502,630€,41.440569,22.639528,2,68m²,Друго,6кат,ВоЗграда,Нов,Полунаместен,Да,2021,1Тераса,1,Не,Нема,Југ,улМајкаТерезаКарпош-Струмица,
4503,50000€,41.9870695865131,21.4519291484375,2,55m²,Централно,1кат,ВоЗграда,Стар,Полунаместен,Да,,1Балкон,1,Не,1Гаража,Северозапад,НародниХерои23/3-5,
4504,82500€,41.9815139714524,21.4799005910754,3,79m²,Струја,1кат,ВоЗграда,Реновиран,Празен,Да,1990,2Балкони,1,Да,Повеќеод3паркингместа,Исток,VideoSmilevskiBato,2017
4505,70000€,42.009423,20.971549,25,70m²,Струја,2кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,2,Не,Нема,Југоисток,GaziBaba,
4506,40000€,41.993825,21.436139,3,65m²,Струја,1кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Исток,,
4507,88200€,41.9805332438286,21.4722402972982,3,84m²,Централно,1кат,ВоЗграда,Нов,Наместен,Да,2006,2Балкони,2,Не,Нема,Југозапад,БулВидоеСмилевскиБато,
4508,64500€,42.009423,20.971549,4,75m²,Струја,3кат,ВоЗграда,Стар,Празен,Да,1990,2Балкони,2,Да,1Паркинг,Југ,strogCENTAR,
4509,По договор,42.009423,20.971549,3,106m²,Друго,6кат,ВоЗграда,Нов,Полунаместен,Да,000,1Тераса,2,Не,Нема,Југозапад,Centar,000
4510,1€,41.745515,22.19396,3,85m²,Струја,4кат,ВоЗграда,Нов,Празен,Да,,2Балкони,2,Не,Нема,Северозапад,,
4511,76500€,42.009423,20.971549,4,85m²,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,1990,Тераса+1Балкон,2,Да,1Гаража,Југ,STROGCENTAR,2012
4512,61000€,41.991502,21.39781,25,50m²,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Тераса,1,Да,Нема,Североисток,,
4513,53000€,41.7377698052362,22.1910739431,2,59m²,Нема,Приземје,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,1Паркинг,Југ,ВанчоПрќе61,2014
4514,68000€,41.9870695865131,21.4519291484375,25,137m²,Струја,1кат,ВоЗграда,Реновиран,Празен,Да,2010,1Балкон,1,Не,1Паркинг,Исток,,2019
4515,202000€,41.9870695865131,21.4519291484375,3,148m²,Струја,3кат,ВоЗграда,Реновиран,Празен,Не,2017,1Балкон,2,Да,2Паркингместа,Југоисток,Центар,2020
4516,1€,41.031728,21.329358,5,65m²,Нема,6кат,ВоЗграда,Воградба,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Југозапад,"ул""НикоФундали""бб",2021
4517,По договор,41.745515,22.19396,3,45m²,Струја,1кат,ВоЗграда,Стар,Наместен,Не,1975,1Балкон,1,Да,1Паркинг,Североисток,Pirinska71,2016
4518,53000€,41.9870695865131,21.4519291484375,3,54m²,Централно,6кат,ВоЗграда,Нов,Празен,Да,,1Тераса,1,Не,1Паркинг,Југ,КиселаВодарасадник,
4519,78000€,41.978187,21.427388,2,60m²,Централно,4кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југоисток,Центар,
