,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација
186,67000,42.009423,20.971549,3.0,81,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Југоисток
187,88000,41.949632,21.502494,2.0,88,Централно,12кат,ВоЗграда,Стар,Празен,Да,2Балкони,2,Не,Нема,Североисток
188,125000,41.9870695865131,21.4519291484375,6.0,210,Централно,1кат,ВоЗграда,Реновиран,Празен,Не,3Балкони,2,Не,2Паркингместа,Исток
189,60000,41.949632,21.502494,2.0,53,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,3Паркингместа,Северозапад
190,57000,41.9870695865131,21.4519291484375,2.0,55,Централно,1кат,ВоЗграда,Стар,Празен,Да,1Тераса,1,Да,1Паркинг,Југ
191,53990,42.0010286027011,21.4202824017982,2.0,40,Струја,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,Нема,1,Не,Нема,Југ
192,52900,41.111733,20.798579,3.0,56,Друго,1кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Запад
193,57000,41.9922469174132,21.443566201552,3.0,52,Струја,Приземје,ВоЗграда,Реновиран,Празен,Не,Нема,1,Да,2Паркингместа,Северозапад
194,35500,41.9870695865131,21.4519291484375,2.0,55,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,2Паркингместа,Североисток
195,80000,41.931839,21.502835,3.0,63,Струја,2кат,ВоЗграда,Нов,Наместен,Не,Тераса+1Балкон,1,Не,1Паркинг,Запад
196,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,2Паркингместа,Југ
197,115000,41.978187,21.427388,3.0,86,Централно,3кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Не,Нема,Исток
198,105000,41.991502,21.39781,2.0,73,Централно,14кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Север
199,53990,41.978187,21.427388,2.0,40,Струја,Приземје,ВоЗграда,Реновиран,Празен,Не,Нема,1,Не,Нема,Југ
200,62000,41.931839,21.502835,3.0,63,Струја,7кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југ
201,60000,41.9870695865131,21.4519291484375,3.0,70,Струја,Сутеренстан,ВоЗграда,Реновиран,Празен,Не,Нема,1,Не,1Паркинг,Север
202,90000,41.978187,21.427388,2.0,50,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,Нема,Исток
203,61999,41.931839,21.502835,3.0,65,Струја,7кат,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,2Паркингместа,Југ
204,49000,41.931839,21.502835,2.0,43,Струја,4кат,ВоЗграда,Нов,Полунаместен,Не,Нема,1,Не,1Паркинг,Исток
205,39000,41.9870695865131,21.4519291484375,3.0,54,Струја,4кат,ВоЗграда,Реновиран,Празен,Не,1Тераса,1,Да,1Паркинг,Југоисток
206,115000,42.00877,21.45126,5.0,126,Централно,11кат,ВоЗграда,Нов,Празен,Да,1Тераса,2,Да,1Гаража,Запад
207,42000,41.031728,21.329358,3.0,65,Струја,4кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,Нема,Југозапад
208,138000,41.991502,21.39781,4.0,116,Струја,2кат,ВоЗграда,Нов,Наместен,Не,1Тераса,Повеќеод2,Не,2Паркингместа,Југозапад
209,52000,41.9870695865131,21.4519291484375,2.0,39,Друго,Приземје,ВоЗграда,Нов,Празен,Не,Нема,1,Не,Нема,Исток
210,40000,41.745515,22.19396,2.0,47,Друго,1кат,ВоЗграда,Нов,Луксузен,Да,1Тераса,1,Не,Нема,Запад
211,35000,41.1419016506955,22.5039482116699,3.0,64,Струја,5кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,2Паркингместа,Југ
212,86500,41.931839,21.502835,3.0,88,Струја,2кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,2,Не,1Паркинг,Југозапад
213,150150,41.991502,21.39781,6.0,143,Друго,Поткровје,ВоЗграда,Нов,Празен,Да,2Балкони,Повеќеод2,Не,1Паркинг,Југоисток
214,70000,41.931839,21.502835,4.0,80,Централно,4кат,ВоЗграда,Стар,Наместен,Не,1Тераса,2,Не,1Паркинг,Југ
215,71550,41.949632,21.502494,2.0,53,Струја,>15кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Североисток
216,61000,41.931839,21.502835,2.0,46,Централно,3кат,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,1Паркинг,Североисток
217,133000,41.931839,21.502835,5.0,133,Централно,3кат,ВоЗграда,Нов,Полунаместен,Да,3Балкони,2,Не,Повеќеод3паркингместа,Североисток
218,106000,41.931839,21.502835,3.0,87,Друго,6кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Не,1Паркинг,Југозапад
219,91500,41.931839,21.502835,1.0,98,Струја,2кат,ВоЗграда,Нов,Празен,Не,1Тераса,1,Не,1Паркинг,Североисток
220,60000,42.00877,21.45126,3.0,75,Струја,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југозапад
221,28000,41.031728,21.329358,2.0,42,Нема,5кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Да,1Гаража,Југ
222,57999,42.009423,20.971549,2.0,72,Друго,5кат,ВоЗграда,Стар,Наместен,Да,1Балкон,1,Да,1Паркинг,Југ
223,77000,41.991502,21.39781,3.0,67,Централно,2кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Не,Повеќеод3паркингместа,Запад
224,134500,41.991502,21.39781,4.0,89,Централно,9кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,2Паркингместа,Североисток
225,136350,41.9870695865131,21.4519291484375,4.0,101,Централно,4кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,2,Не,1Паркинг,Југозапад
226,55000,41.991502,21.39781,2.0,39,Струја,Приземје,ВоЗграда,Нов,Празен,Да,Нема,1,Да,Нема,Југ
227,80000,41.111733,20.798579,3.0,80,Струја,3кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Југоисток
228,98000,41.9870695865131,21.4519291484375,3.0,84,Централно,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,2,Да,Нема,Југ
229,78000,41.9870695865131,21.4519291484375,3.0,62,Централно,2кат,ВоЗграда,Стар,Празен,Не,1Тераса,1,Да,Нема,Запад
230,39000,41.9870695865131,21.4519291484375,1.0,30,Централно,4кат,ВоЗграда,Реновиран,Празен,Не,Нема,1,Да,Нема,Запад
231,230000,41.9870695865131,21.4519291484375,4.0,156,Централно,2кат,ВоЗграда,Реновиран,Луксузен,Да,1Балкон,1,Не,1Паркинг,Југоисток
232,64000,42.013646,21.32586,3.0,61,Струја,4кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Југозапад
233,92000,41.991502,21.39781,4.0,89,Централно,1кат,ВоЗграда,Стар,Празен,Не,2Балкони,2,Не,1Паркинг,Југ
234,93000,42.003425,21.463615,4.0,89,Струја,11кат,ВоЗграда,Реновиран,Наместен,Да,3Балкони,2,Да,1Паркинг,Југозапад
235,88000,41.9870695865131,21.4519291484375,3.0,68,Друго,>15кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,1Паркинг,Југ
236,114000,41.9935625080002,21.4450262064819,3.0,69,Централно,6кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Југ
237,105000,41.931839,21.502835,2.0,87,Централно,6кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,2,Не,1Гаража,Југозапад
238,47500,41.978187,21.427388,1.0,47,Друго,Приземје,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Север
239,52000,41.931839,21.502835,1.0,53,Централно,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Северозапад
240,70000,41.9870695865131,21.4519291484375,3.0,53,Централно,11кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Запад
241,69000,41.978187,21.427388,3.0,50,Централно,1кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Не,1Паркинг,Југ
242,97000,41.9870695865131,21.4519291484375,4.0,102,Централно,5кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Југ
243,76000,41.9870695865131,21.4519291484375,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Североисток
244,85000,41.9870695865131,21.4519291484375,4.0,90,Струја,1кат,ВоЗграда,Нов,Наместен,Да,2Балкони,1,Не,1Паркинг,Југоисток
245,88500,41.9870695865131,21.4519291484375,3.0,71,Централно,2кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,2,Не,Гаража+1Паркинг,Запад
246,85000,41.9870695865131,21.4519291484375,3.0,77,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,2,Не,1Паркинг,Исток
247,82000,41.9870695865131,21.4519291484375,3.0,74,Централно,Приземје,ВоЗграда,Реновиран,Празен,Да,1Балкон,2,Не,1Паркинг,Исток
248,51000,41.9870695865131,21.4519291484375,2.0,53,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,1Паркинг,Североисток
249,65000,41.9870695865131,21.4519291484375,3.0,75,Струја,5кат,ВоЗграда,Реновиран,Празен,Не,Нема,1,Не,1Паркинг,Југ
250,92000,41.9870695865131,21.4519291484375,3.0,80,Централно,4кат,ВоЗграда,Реновиран,Полунаместен,Да,2Балкони,2,Не,1Паркинг,Југоисток
251,100000,41.9870695865131,21.4519291484375,3.0,70,Струја,1кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,2,Не,Гаража+2Паркингместа,Југоисток
252,105000,41.111733,20.798579,3.0,95,Друго,5кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,2,Да,Повеќеод3паркингместа,Исток
253,67000,42.009423,20.971549,3.0,81,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Не,1Паркинг,Југ
254,89000,41.978187,21.427388,3.0,55,Централно,5кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Југоисток
255,99000,42.009423,20.971549,5.0,121,Струја,6кат,ВоЗграда,Нов,Празен,Да,3Балкони,2,Не,1Паркинг,Југоисток
256,45000,41.111733,20.798579,2.0,55,Друго,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,Повеќеод3паркингместа,Североисток
257,100000,41.9870695865131,21.4519291484375,3.0,94,Централно,1кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Југоисток
258,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,2Паркингместа,Југ
259,75000,41.9870695865131,21.4519291484375,2.0,50,Друго,1кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Југ
260,120000,41.978187,21.427388,6.0,163,Струја,4кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,2,Не,Нема,Север
261,106500,41.978187,21.427388,3.0,71,Централно,1кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Не,Нема,Запад
262,91740,41.9870695865131,21.4519291484375,3.0,66,Друго,4кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,Нема,Северозапад
