,price,make,model,year,fuel,distance_in_km,transmission,type,color,registration,registered_till,HP,standard,KW
2074,По договор,Opel,Astra,2013,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,12021,124,Еуро5,91
2076,По договор,Fiat,Doblo,2008,Дизел,180000,Рачен,Моноволумен,Бела,Македонска,12022,0,Еуро4,0
2088,По договор,Honda,Civic,2008,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,102020,140,Еуро4,103
2101,По договор,Ford,Sierra,1991,Бензин/Плин,150000,Рачен,Седани,Црвена,Македонска,42022,122,Еуро2,90
2105,По договор,VWVolkswagen,Golf,2008,Дизел,200000,Рачен,Седани,Црна,Македонска,12021,105,Еуро4,77
2115,По договор,VWVolkswagen,Caddy,2006,Бензин/Плин,90000,Рачен,Моноволумен,Црна,Странска,42022,102,Еуро4,75
2121,По договор,Mercedes-Benz,E200,2007,Дизел,200000,Автоматски,Седани,Сина,Македонска,12022,136,Останато,100
2127,По договор,VWVolkswagen,Caddy,2006,Бензин/Плин,180000,Рачен,Моноволумен,Црна,Странска,12021,102,Еуро5,75
2129,По договор,Hyundai,Tucson,2008,Дизел,170000,Рачен,Останато,Сива,Македонска,62021,0,Останато,0
2134,По договор,VWVolkswagen,Golf,2009,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,12022,140,Еуро5,103
2137,По договор,VWVolkswagen,Golf,2007,Дизел,200000,Рачен,Седани,Сива,Македонска,12021,140,Еуро4,103
2139,По договор,Opel,Insignia,2009,Дизел,200000,Автоматски,Седани,Сина,Македонска,32022,131,Еуро4,96
2151,По договор,Rover,414,1998,Бензин/Плин,200000,Рачен,Седани,Сива,Македонска,112020,105,Останато,77
2171,По договор,Opel,Astra,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,82021,101,Еуро4,74
2173,По договор,Mercedes-Benz,C180,2000,Бензин,20000,Рачен,Седани,Сина,Македонска,72021,122,Еуро3,90
2182,По договор,VWVolkswagen,Caddy,2006,Бензин/Плин,190000,Рачен,Моноволумен,Црна,Македонска,12021,101,Еуро4,74
2189,По договор,Mercedes-Benz,E220,2009,Дизел,250000,Автоматски,Седани,Црна,Македонска,32021,170,Еуро5,125
2194,По договор,Opel,Astra,1999,Дизел,250000,Рачен,Седани,Црвена,Македонска,32021,82,Еуро3,60
2195,По договор,VWVolkswagen,Caddy,2006,Бензин/Плин,190000,Рачен,Моноволумен,Црна,Странска,12022,102,Еуро4,75
2210,По договор,VWVolkswagen,Caddy,2006,Бензин/Плин,100000,Рачен,Моноволумен,Црна,Странска,12022,102,Еуро4,75
2216,По договор,Audi,A3,2010,Дизел,170000,Рачен,Хеџбек,Сива,Македонска,12022,140,Еуро5,103
2219,По договор,BMW,320,2007,Дизел,190000,Рачен,Седани,Сива,Македонска,52021,163,Еуро4,120
2224,По договор,Mercedes-Benz,E220,1999,Дизел,250000,Автоматски,Останато,Златна,Странска,102018,109,Еуро1,80
2233,По договор,Fiat,Marea,1999,Бензин/Плин,400000,Рачен,Каравани,Бела,Македонска,42021,103,Останато,76
2236,По договор,Audi,A3,2009,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,12022,140,Еуро5,103
2247,По договор,Mercedes-Benz,C270,2003,Дизел,200000,Рачен,Каравани,Сива,Македонска,92021,170,Еуро4,125
2248,По договор,Renault,Clio,2007,Бензин/Плин,170000,Рачен,Maлиградски,Сива,Македонска,32021,75,Еуро4,55
2279,По договор,VWVolkswagen,Caddy,2012,Дизел,25000,Рачен,Моноволумен,Бела,Македонска,102021,102,Еуро4,75
2294,По договор,Mercedes-Benz,C220,2015,Дизел,170000,Автоматски,Седани,Бела,Македонска,32022,170,Еуро6,125
2312,По договор,Mercedes-Benz,E350,2010,Дизел,190000,Автоматски,Купеа,Црна,Македонска,311625,326,Еуро6,240
2317,По договор,Skoda,Octavia,2006,Бензин/Плин,100000,Рачен,Седани,Сива,Македонска,92021,1,Еуро4,1
2330,По договор,Kia,Carnival,2005,Дизел,250000,Рачен,Моноволумен,Сина,Македонска,102021,145,Еуро4,107
2348,По договор,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,62021,105,Еуро4,77
2354,По договор,Seat,Ibiza,2003,Бензин,170000,Рачен,Хеџбек,Сина,Странска,12021,75,Еуро4,55
2369,По договор,BMW,525,2004,Дизел,200000,Автоматски,Седани,Црна,Македонска,32022,177,Еуро4,130
2394,По договор,Renault,R9,2001,Бензин/Плин,25000,Автоматски,Останато,Сива,Македонска,82021,272,Останато,200
2443,По договор,VWVolkswagen,Golf,2007,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,72021,105,Еуро4,77
2454,По договор,Opel,Astra,1999,Дизел,250000,Рачен,Хеџбек,Црвена,Македонска,52021,90,Еуро3,66
2456,По договор,Daewoo,Matiz,2001,Бензин,120000,Рачен,Maлиградски,Сива,Македонска,72021,60,Еуро3,44
2472,По договор,Ford,C-Max,2007,Дизел,200000,Рачен,Моноволумен,Сина,Македонска,72021,90,Еуро4,66
2486,По договор,Opel,Astra,2013,Дизел,10000,Рачен,Хеџбек,Бела,Македонска,102022,116,Еуро5,85
2515,По договор,VWVolkswagen,Golf,1999,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,32021,110,Еуро2,81
2521,По договор,Mercedes-Benz,300,1992,Дизел,300000,Рачен,Седани,Црна,Македонска,52022,110,Еуро3,81
2522,По договор,Seat,Altea,2007,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,52021,102,Еуро4,75
2541,По договор,VWVolkswagen,Golf,2007,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,102018,105,Еуро4,77
2578,По договор,Fiat,GrandePunto,2009,Бензин,180000,Рачен,Хеџбек,Црна,Странска,12021,75,Еуро4,55
2579,По договор,Opel,Vectra,1999,Бензин/Плин,200000,Рачен,Каравани,Црна,Македонска,102020,116,Еуро2,85
2583,По договор,VWVolkswagen,Golf,2009,Дизел,180000,Рачен,Хеџбек,Црна,Македонска,12022,109,Еуро5,80
2613,По договор,Audi,A3,2010,Дизел,170000,Рачен,Седани,Сива,Македонска,12021,136,Еуро5,100
2614,По договор,VWVolkswagen,Passat,2007,Дизел,190000,Рачен,Седани,Црна,Македонска,12021,140,Еуро4,103
2628,По договор,VWVolkswagen,Golf,2015,Дизел,190000,Рачен,Хеџбек,Бела,Македонска,211625,150,Еуро6,110
2632,По договор,Opel,Meriva,2007,Бензин,170000,Рачен,Хеџбек,Сина,Македонска,82020,90,Еуро4,66
2633,По договор,Audi,A5,2017,Дизел,180000,Автоматски,Седани,Сива,Македонска,62021,204,Еуро6,150
2636,По договор,Audi,A4,2001,Дизел,300000,Рачен,Седани,Црна,Македонска,102021,122,Еуро3,90
2654,По договор,BMW,530,2004,Дизел,200000,Автоматски,Седани,Сива,Македонска,92021,218,Еуро4,160
2655,По договор,VWVolkswagen,Golf,2007,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,12020,105,Еуро4,77
2664,По договор,VWVolkswagen,Golf,2010,Дизел,170000,Рачен,Хеџбек,Бела,Македонска,12021,109,Еуро5,80
2686,По договор,BMW,530,2011,Дизел,200000,Автоматски,Седани,Сива,Македонска,82021,245,Еуро6,180
2687,По договор,Opel,Astra,2007,Дизел,170000,Рачен,Каравани,Сива,Македонска,32021,110,Еуро4,81
2714,По договор,VWVolkswagen,Golf,2010,Дизел,160000,Рачен,Седани,Црна,Македонска,12021,105,Еуро5,77
2715,По договор,Audi,A3,2014,Дизел,180000,Полуавтоматски,Хеџбек,Златна,Македонска,111625,105,Еуро5,77
2723,По договор,Mazda,323,2000,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,72021,90,Еуро3,66
2727,По договор,Fiat,Bravo,2008,Дизел,190000,Рачен,Хеџбек,Црвена,Македонска,12021,136,Еуро4,100
2729,По договор,Peugeot,407,2008,Дизел,190000,Рачен,Седани,Црна,Македонска,12020,109,Еуро4,80
2739,По договор,AlfaRomeo,Alfa156,2003,Дизел,180000,Рачен,Седани,Сива,Македонска,82021,117,Еуро3,86
2765,По договор,BMW,520,2008,Дизел,300000,Рачен,Каравани,Сина,Македонска,12021,212,Еуро4,156
2771,По договор,VWVolkswagen,Caddy,2009,Дизел,200000,Рачен,Теренци-SUV,Бела,Македонска,122021,69,Еуро5,51
2774,По договор,Renault,Scenic,1998,Дизел,170000,Рачен,Останато,Црна,Странска,82019,68,Еуро4,50
2784,По договор,Opel,Astra,2010,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,12021,95,Еуро5,70
2788,По договор,Ford,Fiesta,1994,Бензин/Плин,150000,Рачен,Останато,Црвена,Македонска,82020,58,Останато,43
2792,По договор,BMW,730,2010,Дизел,190000,Автоматски,Седани,Сина,Македонска,62021,245,Еуро4,180
2795,По договор,VWVolkswagen,Fox,2006,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,22022,69,Еуро4,51
2797,По договор,Jaguar,XF,2010,Дизел,140000,Автоматски,Седани,Црна,Македонска,112021,284,Еуро5,209
2805,По договор,AlfaRomeo,Alfa156,1998,Дизел,300000,Рачен,Седани,Црна,Македонска,62021,136,Еуро2,100
2806,По договор,VWVolkswagen,Polo,2007,Дизел,95000,Рачен,Хеџбек,Црна,Македонска,22021,122,Еуро4,90
2808,По договор,AlfaRomeo,Alfa156,1998,Дизел,300000,Рачен,Седани,Црна,Македонска,62021,136,Еуро2,100
2812,По договор,VWVolkswagen,Golf,2012,Дизел,160000,Рачен,Хеџбек,Бела,Македонска,12021,140,Еуро5,103
2816,По договор,Hyundai,SantaFe,2007,Дизел,190000,Рачен,Теренци-SUV,Сива,Македонска,112021,155,Еуро4,114
2846,По договор,Opel,Astra,2005,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
2850,По договор,Peugeot,206,2007,Бензин,160000,Рачен,Каравани,Сина,Македонска,12021,109,Еуро4,80
2858,По договор,VWVolkswagen,Golf,2009,Дизел,250000,Автоматски,Купеа,Бела,Македонска,92020,140,Еуро5,103
2875,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,42021,101,Еуро4,74
2877,По договор,Audi,A3,2005,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,62021,105,Еуро4,77
2883,По договор,Fiat,500,2009,Бензин,130000,Рачен,Maлиградски,Бела,Македонска,22022,136,Еуро4,100
2884,По договор,Ford,Fiesta,2011,Дизел,150000,Рачен,Maлиградски,Сина,Македонска,12020,68,Еуро4,50
2891,По договор,Citroen,C3,2004,Дизел,25000,Рачен,Maлиградски,Сива,Странска,82019,68,Еуро3,50
2907,По договор,Rover,25,1996,Бензин/Плин,25000,Рачен,Maлиградски,Сива,Македонска,92021,102,Еуро2,75
2911,По договор,VWVolkswagen,Golf,2006,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,92021,170,Еуро4,125
2931,По договор,Citroen,C2,2005,Бензин,100000,Автоматски,Maлиградски,Црвена,Македонска,12021,82,Еуро4,60
2934,По договор,VWVolkswagen,Golf,2004,Дизел,250000,Рачен,Седани,Црна,Македонска,92021,105,Еуро4,77
2952,По договор,Honda,CR-V,2012,Бензин/Плин,130000,Автоматски,Теренци-SUV,Бела,Македонска,72021,204,Еуро5,150
2954,По договор,VWVolkswagen,Golf,2007,Дизел,200000,Рачен,Седани,Црна,Македонска,72021,105,Еуро4,77
2965,По договор,Audi,A4,2010,Дизел,200000,Автоматски,Останато,Црна,Странска,72021,145,Еуро5,107
2984,По договор,VWVolkswagen,Golf,2009,Дизел,180000,Рачен,Хеџбек,Бела,Македонска,12022,109,Еуро5,80
2987,По договор,Opel,Astra,2004,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
3021,По договор,Hyundai,Другмодел,2012,Бензин,140000,Рачен,Купеа,Црвена,Македонска,12018,150,Еуро5,110
3084,По договор,Opel,Astra,2008,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,82021,110,Еуро4,81
3093,По договор,VWVolkswagen,Golf,2013,Дизел,190000,Рачен,Седани,Црна,Македонска,112021,150,Еуро6,110
3129,По договор,Mini,CooperS,2003,Бензин/Плин,140000,Рачен,Maлиградски,Сина,Македонска,102021,90,Еуро4,66
3130,По договор,VWVolkswagen,Golf,2010,Дизел,160000,Рачен,Хеџбек,Сина,Македонска,82021,105,Еуро5,77
3139,По договор,BMW,X3,2007,Дизел,200000,Рачен,Теренци-SUV,Црна,Македонска,122020,177,Еуро4,130
3140,По договор,Ford,Transit,2012,Дизел,200000,Рачен,Седани,Бела,Македонска,22021,116,Еуро5,85
3146,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
3159,По договор,VWVolkswagen,Touran,2008,Дизел,25000,Рачен,Седани,Сива,Македонска,12022,143,Еуро4,105
3170,По договор,Opel,Vectra,2002,Бензин/Плин,200000,Рачен,Седани,Сива,Македонска,122021,0,Еуро3,0
3181,По договор,Fiat,GrandePunto,2008,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,42021,75,Еуро4,55
3199,По договор,LandRover,Freelander,2011,Дизел,200000,Рачен,Теренци-SUV,Бела,Македонска,42021,150,Еуро5,110
3221,По договор,Ford,Mondeo,2002,Дизел,190000,Рачен,Каравани,Сина,Странска,12018,114,Еуро4,84
3225,По договор,VWVolkswagen,Passat,2005,Дизел,200000,Рачен,Седани,Сина,Македонска,22021,105,Еуро5,77
3235,По договор,Fiat,Punto,1997,Бензин,90000,Рачен,Хеџбек,Црвена,Македонска,72021,0,Останато,0
3283,По договор,Seat,Altea,2005,Дизел,190000,Рачен,Хеџбек,Сина,Македонска,22022,105,Еуро4,77
3298,По договор,VWVolkswagen,Passat,1998,Дизел,150000,Рачен,Каравани,Златна,Македонска,12021,1358,Еуро3,999
3299,По договор,Dodge,Nitro,2008,Дизел,200000,Автоматски,Хеџбек,Црвена,Македонска,52021,163,Еуро4,120
3315,По договор,Dodge,Nitro,2009,Дизел,170000,Автоматски,Теренци-SUV,Црна,Македонска,122021,220,Еуро5,162
3320,По договор,VWVolkswagen,Caddy,2010,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,102021,105,Еуро5,77
3321,По договор,VWVolkswagen,Golf,2015,Дизел,190000,Рачен,Седани,Црна,Македонска,92021,106,Еуро5,78
3323,По договор,BMW,318,2003,Дизел,190000,Рачен,Седани,Црна,Македонска,102021,158,Еуро4,116
3325,По договор,Fiat,Stilo,2002,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,62021,80,Еуро3,59
3330,По договор,Fiat,Panda,2005,Бензин/Плин,150000,Рачен,Maлиградски,Зелена,Македонска,62021,75,Останато,55
3332,По договор,Fiat,Panda,2006,Бензин,150000,Рачен,Maлиградски,Сива,Македонска,92021,75,Останато,55
3334,По договор,VWVolkswagen,Golf,2009,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,112020,110,Еуро5,81
3340,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,42021,101,Еуро4,74
3353,По договор,Mercedes-Benz,B180,2009,Дизел,300000,Автоматски,Maлиградски,Златна,Македонска,22021,109,Еуро4,80
3356,По договор,Mercedes-Benz,B180,2009,Дизел,300000,Автоматски,Maлиградски,Златна,Македонска,22021,109,Еуро4,80
3365,По договор,Mercedes-Benz,C320,2008,Дизел,200000,Автоматски,Седани,Црна,Македонска,102021,224,Еуро4,165
3380,По договор,Mercedes-Benz,A180,2004,Дизел,180000,Рачен,Maлиградски,Сива,Македонска,52021,109,Еуро4,80
3385,По договор,Mercedes-Benz,220,2002,Дизел,15000,Автоматски,Седани,Сива,Македонска,72021,0,Останато,0
3395,По договор,Skoda,Fabia,2007,Дизел,190000,Рачен,Каравани,Бела,Македонска,122021,69,Еуро4,51
3408,По договор,VWVolkswagen,Golf,2006,Дизел,20000,Рачен,Maлиградски,Црна,Македонска,52019,90,Еуро4,66
3424,По договор,VWVolkswagen,CC,2009,Дизел,170000,Рачен,Седани,Бела,Македонска,12022,140,Еуро5,103
3428,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,42021,101,Еуро4,74
3448,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,42021,101,Еуро4,74
3478,По договор,BMW,X6,2009,Дизел,190000,Автоматски,Теренци-SUV,Бела,Странска,122020,286,Останато,210
3485,По договор,Skoda,Fabia,2002,Бензин,250000,Рачен,Maлиградски,Сива,Македонска,82021,101,Еуро4,74
3498,По договор,Ford,Escort,1999,Бензин,200000,Рачен,Седани,Сива,Македонска,72020,75,Еуро4,55
3504,По договор,VWVolkswagen,Golf,2009,Дизел,170000,Рачен,Хеџбек,Сива,Македонска,12021,109,Еуро5,80
3522,По договор,VWVolkswagen,Polo,2008,Бензин,160000,Рачен,Maлиградски,Сива,Македонска,82020,69,Еуро4,51
3524,По договор,Audi,A3,2014,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,82020,150,Еуро6,110
3563,По договор,Opel,Astra,2010,Бензин,160000,Рачен,Хеџбек,Сива,Македонска,42021,101,Еуро5,74
11,По договор,Audi,A4,2010,Дизел,200000,Автоматски,Каравани,Сива,Македонска,102021,135,Еуро5,99
34,По договор,Seat,Leon,2006,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,82021,105,Еуро4,77
40,По договор,Renault,Clio,2007,Бензин/Плин,150000,Рачен,Maлиградски,Сива,Македонска,52021,75,Еуро4,55
52,По договор,Hyundai,i10,2009,Бензин,140000,Рачен,Maлиградски,Црвена,Македонска,122021,65,Еуро4,48
61,По договор,Mercedes-Benz,Vaneo,2004,Дизел,250000,Рачен,Седани,Сива,Македонска,92020,91,Еуро4,67
66,По договор,Ford,Fiesta,2003,Дизел,180000,Рачен,Maлиградски,Сива,Македонска,42021,0,Еуро3,0
78,По договор,VWVolkswagen,Golf,2010,Бензин/Плин,170000,Рачен,Хеџбек,Сива,Македонска,12021,102,Еуро5,75
90,По договор,Peugeot,407,2007,Дизел,200000,Рачен,Каравани,Сива,Македонска,82021,136,Еуро4,100
102,По договор,Audi,A6,2008,Дизел,190000,Автоматски,Седани,Сива,Странска,102021,190,Еуро4,140
127,По договор,VWVolkswagen,CC,2009,Дизел,200000,Рачен,Седани,Бела,Македонска,112021,170,Останато,125
158,По договор,Daewoo,Nexia,1995,Бензин,90000,Рачен,Maлиградски,Црвена,Македонска,102018,75,Останато,55
186,По договор,BMW,X3,2008,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,72021,150,Еуро4,110
188,По договор,Mercedes-Benz,C220,2008,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,122021,170,Еуро4,125
197,По договор,VWVolkswagen,Golf,2009,Дизел,190000,Рачен,Седани,Сина,Македонска,12021,136,Еуро5,100
201,По договор,Ssangyong,REXTON,2004,Дизел,200000,Автоматски,Теренци-SUV,Црна,Македонска,62021,163,Еуро3,120
202,По договор,Mercedes-Benz,E200,1996,Дизел,200000,Рачен,Седани,Бела,Македонска,102021,95,Останато,70
210,По договор,VWVolkswagen,Passat,2006,Дизел,150000,Рачен,Седани,Сина,Македонска,82021,140,Еуро4,103
212,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
223,По договор,Audi,A3,2007,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,12020,105,Еуро4,77
224,По договор,Opel,Corsa,2005,Бензин,160000,Рачен,Хеџбек,Црна,Македонска,112020,69,Еуро4,51
226,По договор,Peugeot,207,2008,Бензин,170000,Рачен,Хеџбек,Црна,Македонска,102020,95,Еуро4,70
227,По договор,Mercedes-Benz,E300,2012,Дизел,180000,Автоматски,Седани,Црна,Македонска,122021,314,Еуро6,231
232,По договор,VWVolkswagen,Golf,2007,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,122018,105,Еуро4,77
233,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
241,По договор,BMW,X5,2001,Дизел,300000,Автоматски,Теренци-SUV,Црна,Македонска,112020,184,Еуро2,135
247,По договор,Renault,Clio,2011,Дизел,190000,Рачен,Maлиградски,Бела,Македонска,32020,75,Еуро5,55
262,По договор,Audi,Q5,2009,Дизел,190000,Автоматски,Теренци-SUV,Црна,Македонска,82021,253,Еуро5,186
265,По договор,Seat,Leon,2006,Дизел,190000,Рачен,Maлиградски,Црна,Македонска,82020,190,Еуро4,140
267,По договор,Hyundai,SantaFe,2007,Дизел,170000,Рачен,Теренци-SUV,Сина,Македонска,92021,231,Еуро4,170
268,По договор,Chevrolet,Captiva,2006,Дизел,190000,Автоматски,Теренци-SUV,Златна,Македонска,82021,190,Еуро4,140
269,По договор,VWVolkswagen,Passat,2002,Дизел,200000,Автоматски,Каравани,Сина,Македонска,42021,178,Еуро4,131
270,По договор,Mercedes-Benz,E200,2006,Дизел,200000,Автоматски,Седани,Сина,Македонска,72021,222,Еуро4,163
271,По договор,Seat,Alhambra,2010,Дизел,190000,Рачен,Моноволумен,Сива,Македонска,62021,190,Еуро5,140
273,По договор,Mercedes-Benz,C220,2006,Дизел,180000,Автоматски,Maлиградски,Сина,Странска,12021,218,Еуро4,160
274,По договор,Ford,Mondeo,2006,Дизел,170000,Рачен,Каравани,Сива,Македонска,12020,105,Еуро4,77
275,По договор,Peugeot,607,2007,Дизел,190000,Рачен,Седани,Сина,Македонска,32020,190,Еуро4,140
276,По договор,Ford,Fiesta,2007,Дизел,170000,Рачен,Maлиградски,Сива,Македонска,12020,68,Еуро4,50
288,По договор,Mercedes-Benz,E270,2005,Дизел,30000,Автоматски,Седани,Црна,Македонска,72020,90,Еуро4,66
315,По договор,Renault,Clio,2004,Бензин,150000,Рачен,Maлиградски,Сина,Македонска,122019,58,Еуро4,43
319,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
326,По договор,Opel,Vectra,1998,Бензин/Плин,180000,Рачен,Седани,Црна,Македонска,12020,90,Еуро3,66
358,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
365,По договор,Audi,A4,2008,Дизел,200000,Рачен,Седани,Златна,Македонска,112021,143,Еуро5,105
371,По договор,VWVolkswagen,Touran,2018,Дизел,130000,Рачен,Седани,Црна,Македонска,122021,0,Останато,0
373,По договор,VWVolkswagen,Passat,2009,Дизел,250000,Автоматски,Седани,Црна,Македонска,92020,170,Останато,125
382,По договор,Renault,Laguna,2002,Дизел,200000,Рачен,Седани,Бела,Македонска,122019,26,Останато,19
392,По договор,VWVolkswagen,Touran,2012,Дизел,190000,Рачен,Седани,Сива,Македонска,52021,105,Еуро5,77
404,По договор,Peugeot,307,2004,Бензин/Плин,160000,Рачен,Хеџбек,Сина,Македонска,32021,75,Еуро4,55
407,По договор,VWVolkswagen,Passat,2007,Дизел,300000,Рачен,Каравани,Сина,Македонска,82021,141,Еуро4,104
416,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
431,По договор,Citroen,C3Picasso,2009,Дизел,170000,Рачен,Моноволумен,Сива,Странска,12021,109,Еуро4,80
438,По договор,Opel,Insignia,2009,Дизел,150000,Рачен,Седани,Сива,Странска,42021,136,Еуро5,100
460,По договор,BMW,330,1997,Бензин/Плин,180000,Рачен,Седани,Сива,Македонска,112021,231,Еуро3,170
469,По договор,VWVolkswagen,Golf,2012,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,62021,105,Еуро5,77
519,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
539,По договор,Citroen,C3Picasso,2009,Дизел,170000,Рачен,Maлиградски,Сива,Македонска,92021,0,Останато,0
546,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
550,По договор,LandRover,Freelander,2008,Дизел,190000,Рачен,Теренци-SUV,Сива,Македонска,12019,160,Еуро4,118
551,По договор,Mercedes-Benz,CLK320,2005,Дизел,250000,Автоматски,Купеа,Црна,Македонска,32021,218,Еуро5,160
555,По договор,VWVolkswagen,Sharan,2007,Дизел,5000,Автоматски,Моноволумен,Црна,Странска,122021,106,Еуро4,78
567,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
571,По договор,Mercedes-Benz,E220,2011,Дизел,130000,Автоматски,Седани,Сива,Македонска,102021,199,Еуро5,146
576,По договор,VWVolkswagen,Tiguan,2009,Дизел,150000,Рачен,Теренци-SUV,Црна,Македонска,22021,140,Еуро5,103
587,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Златна,Македонска,52021,101,Еуро4,74
594,По договор,VWVolkswagen,Passat,2002,Дизел,200000,Рачен,Седани,Црна,Македонска,62021,178,Еуро4,131
626,По договор,Opel,Astra,2005,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
631,По договор,Rover,25,2000,Бензин/Плин,200000,Рачен,Хеџбек,Зелена,Македонска,52019,103,Останато,76
634,По договор,Skoda,Felicia,1995,Бензин/Плин,120000,Рачен,Maлиградски,Зелена,Македонска,32021,61,Еуро3,45
656,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
683,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
714,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
729,По договор,Skoda,Octavia,2006,Дизел,200000,Рачен,Седани,Сина,Македонска,12021,140,Еуро4,103
731,По договор,Hyundai,Getz,2005,Дизел,160000,Рачен,Хеџбек,Сина,Македонска,122020,88,Еуро4,65
732,По договор,Opel,Corsa,2004,Бензин,160000,Рачен,Maлиградски,Сина,Македонска,82020,69,Еуро4,51
733,По договор,Opel,Astra,2008,Дизел,170000,Рачен,Хеџбек,Златна,Македонска,112021,101,Еуро4,74
741,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
746,По договор,Audi,A3,2008,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,12021,105,Еуро5,77
754,По договор,LandRover,Freelander,2009,Дизел,180000,Автоматски,Теренци-SUV,Сива,Странска,82021,152,Еуро4,112
767,По договор,Seat,Leon,2003,Дизел,250000,Рачен,Седани,Црна,Македонска,12021,111,Останато,82
775,По договор,Yugo,55,1991,Бензин,150000,Рачен,Останато,Црвена,Македонска,122020,54,Останато,40
791,По договор,Peugeot,206,2010,Бензин,180000,Рачен,Maлиградски,Бела,Странска,82020,75,Еуро4,55
797,По договор,Audi,A3,2005,Дизел,250000,Рачен,Хеџбек,Црна,Македонска,32021,105,Еуро4,77
798,По договор,BMW,Другмодел,2004,Дизел,200000,Автоматски,Седани,Сива,Македонска,22021,177,Еуро4,130
805,По договор,Audi,A6,2000,Бензин/Плин,250000,Автоматски,Седани,Сива,Македонска,72020,0,Еуро4,0
818,По договор,VWVolkswagen,CC,2010,Дизел,180000,Рачен,Седани,Сива,Македонска,92021,140,Еуро5,103
836,По договор,Citroen,C-Crosse,2009,Дизел,150000,Рачен,Теренци-SUV,Златна,Македонска,72021,159,Еуро4,117
837,По договор,Seat,Leon,2011,Дизел,200000,Рачен,Седани,Жолта,Македонска,72021,105,Еуро5,77
842,По договор,Renault,Clio,2005,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,32021,0,Еуро4,0
